TF	target	importance
Thrb	Pspc1	57.055257660962425
Thrb	Elmo1	57.05263358195018
Nr2f1	Dlg1	57.02266846357102
Elf2	Cpeb4	57.01054681370552
Thrb	Lrrc9	56.98263336145224
Thrb	Heatr3	56.94603744151044
Thrb	Mga	56.92151625939628
Elf2	Dlg2	56.88902421233635
Thrb	Bach1	56.74838305708616
Elf2	Rtn4rl1	56.66109033203159
Thrb	Igdcc4	56.60448090665993
Vdr	Baiap3	56.56932399215392
Elf2	Gm49455	56.546139074444184
Thrb	Taf3	56.50398871120325
Thrb	Akap10	56.405021250806286
Vdr	Fam163a	56.398674172006274
Thrb	Fnip1	56.30548157424788
Thrb	Tmem62	56.28210625757501
Rarg	Inpp5d	56.23432758203911
Thrb	Malt1	56.12160067069669
Elf2	Riok1	56.04269669348075
Thrb	Zc3h15	56.02468942273113
Elf2	Stxbp6	56.00080669677259
Elf2	Usp24	55.9903930332594
Thrb	Knop1	55.982895982959334
Thrb	Gsr	55.97727582170547
Elf2	Hnrnpd	55.91668221566218
Nr2f1	Plcb1	55.90264842189201
Elf2	Tnks	55.89613207956152
Thrb	Usp8	55.8923309195397
Nr2f1	Ptprd	55.876001058116586
Elf2	Topbp1	55.86058214136257
Thrb	Pigu	55.83664934444329
Thrb	Sparc	55.802483470965605
Elf2	Rab2b	55.77590127144052
Elf2	Ino80	55.67108069675105
Elf2	Zmym2	55.66199727491449
Nr2f1	Greb1	55.644636175702466
Thrb	Gata6	55.59797531667454
Thrb	Sh2d3c	55.57322213138922
Elf2	Lrrn3	55.54745924564527
Thrb	Pcnp	55.35211675677594
Nr2f1	2700049A03Rik	55.28788074212761
Elf2	Tmed10	55.23918804227498
Rarg	Mcc	55.23873415402485
Thrb	Acbd6	55.16365352549986
Vdr	Rai2	55.15918558731222
Thrb	Calcrl	55.10931648682199
Thrb	Riok1	55.09777567534286
Thrb	Ankfy1	55.08798198542534
Elf2	Cnot6	55.08743837874356
Elf2	Strn3	55.070667075025916
Elf2	Myo5a	55.06962371385354
Thrb	Emp1	54.987394586509964
Elf2	Magi2	54.979034420479316
Thrb	Rab2b	54.941967036120765
Thrb	Colgalt2	54.91691777246738
Thrb	Acad8	54.828964700379366
Thrb	Impact	54.73184582429987
Elf2	Ccnl1	54.69907082219199
Elf2	Zfp280d	54.63010434242209
Thrb	Gm40849	54.62735075055239
Thrb	Sec24b	54.598638666935855
Elf2	Rpl35a	54.54131643871412
Elf2	Xpo6	54.49479383151393
Elf2	Dennd5a	54.46585363204962
Thrb	Cnot6l	54.44471602408525
Thrb	Kdm2a	54.440856154794076
Thrb	Eif4g1	54.41290688847635
Thrb	Dpyd	54.404601512033
Elf2	Rad21	54.33640753865466
Thrb	Adam19	54.32599676983354
Elf2	Gm41505	54.31200522087933
Nr2f1	Arhgap5	54.305453624875035
Thrb	Ext2	54.25894376506218
Elf2	Naca	54.253033496005614
Nr2f1	Dleu2	54.17927063106911
Thrb	Ccdc50	54.17445916646886
Thrb	Rexo1	54.15912317580947
Thrb	Tbck	54.15880994849734
Nr2f1	Strn3	54.12641097329646
Thrb	Dennd5a	54.085841444067455
Elf2	Mettl16	54.07584819816025
Thrb	Brd1	54.071244126359005
Elf2	Larp4b	54.06226035720696
Elf2	Ppp3ca	54.05693761132217
Thrb	Secisbp2	54.02124144394921
Thrb	Ppp1r14c	53.996996113298124
Elf2	Ppp2r5c	53.96510839548466
Elf2	Pdcd6ip	53.95175905893174
Thrb	Pts	53.94435860015705
Thrb	Tex10	53.940580187303176
Thrb	Iars2	53.916567333090924
Rxrb	Pank1	53.88944996949898
Vdr	Ppfia2	53.87459169262579
Vdr	Stxbp1	53.81447184732053
Nr2f1	Stk3	53.814223839013735
Thrb	Prex2	53.80270812648797
Thrb	Pebp1	53.79275051385606
Thrb	Lrrn3	53.73364835465183
Rarg	Cdc14a	53.72025724724191
Thrb	Cul3	53.48954937533442
Elf2	Arglu1	53.40245149898108
Thrb	Gm14391	53.40192382248029
Thrb	Itsn2	53.317347988905965
Elf2	Grb14	53.297907938703766
Thrb	Sel1l	53.25403794863824
Elf2	Nkd1	53.218962373242285
Thrb	Srsf1	53.20187811357558
Elf2	Eif3c	53.196930661025064
Thrb	Tasp1	53.177698896962454
Elf2	Dyrk1a	53.13431142709074
Thrb	Adgrl4	53.06496300000238
Vdr	Agbl4	53.05832458744105
Thrb	Cnot6	53.00433877672032
Elf2	Iqck	52.99298954953342
Vdr	Dgkb	52.968529235442944
Rarg	Adgrl2	52.948149572122645
Thrb	Sdhc	52.919579160115845
Elf2	Srsf1	52.90663370431374
Thrb	Prrc2a	52.883397833696385
Elf2	Kcnq3	52.86514625939343
Thrb	Rbm27	52.80585374350761
Rxrg	Angptl4	52.79580337549653
Thrb	Hectd4	52.77741898300682
Rxrg	Decr1	52.76985480608957
Rarg	Samd12	52.76367705707124
Elf2	Kansl2	52.74996681643395
Elf2	Cwf19l2	52.733566900922064
Thrb	Sf3b2	52.67398436995852
Thrb	Celf2	52.634935694043094
Thrb	Gm34719	52.57769769248614
Thrb	Akr1b10	52.50945810760229
Vdr	Xkr4	52.50529532212439
Thrb	Cyb5r4	52.48981091254129
Thrb	Trappc12	52.48456887410864
Nr2f1	9630028H03Rik	52.412544625169055
Thrb	Acot11	52.40224999563609
Rxrg	Epb41	52.39568964159441
Elf2	Metap2	52.387691933400795
Thrb	Ciapin1	52.36209760914772
Thrb	Gpatch2	52.311905729982904
Nr2f1	Slc7a1	52.307898939311805
Thrb	Uri1	52.29037354541655
Vdr	Gata3	52.272347273536404
Thrb	Cd99l2	52.25832365216337
Thrb	Sec24c	52.25826111278849
Vdr	Zmynd8	52.184071875684424
Thrb	Ppara	52.100090366052584
Thrb	Ppfia1	51.974455003396244
Thrb	4833439L19Rik	51.96399406988553
Thrb	Aldh4a1	51.91592946263942
Thrb	Erp44	51.88205906343855
Thrb	4921504E06Rik	51.8443272406946
Thrb	Gm11587	51.80405075462055
Elf2	Lrch1	51.79151726534874
Thrb	Ptprb	51.76731801030884
Elf2	Abce1	51.75751579638873
Elf2	Pias2	51.73226904844602
Nr2f1	Papola	51.72650757481539
Thrb	Eif3c	51.71771272376396
Thrb	Zfp652	51.70168865376599
Thrb	Akap11	51.685788324791666
Thrb	Prdm9	51.67166068895312
Thrb	Usp48	51.66766188286566
Elf2	Pcbp2	51.647263196689096
Elf2	Tspan12	51.57376766816014
Thrb	Gm20634	51.556086566176624
Elf2	Inpp4b	51.537994685256244
Elf2	Grin2a	51.42518331994725
Thrb	Sdf4	51.41061207400598
Rxrb	Trim39	51.396390310540056
Elf2	Khdrbs1	51.38518050903604
Vdr	Fam19a1	51.336327640575945
Vdr	Rap1gap2	51.319834848205794
Rxrg	4931406C07Rik	51.29533917683678
Elf2	Nars2	51.2928183868755
Thrb	Gm43809	51.284609219650775
Thrb	Ythdc1	51.28003094347293
Elf2	Krit1	51.24221309497012
Elf2	Wdr90	51.22196668748694
Elf2	B4galnt3	51.2088641856023
Thrb	Strn3	51.18408316898256
Elf2	Trap1	51.16762749004081
Elf2	Fer	51.123228193205385
Elf2	Apc	51.10685913586715
Thrb	Prpf18	51.09052233213644
Thrb	Apex2	51.060823305005265
Thrb	Mdm2	50.956587258652355
Thrb	Lipe	50.94303774531773
Thrb	Setx	50.938579603883916
Vdr	Samd14	50.93139975589386
Thrb	Pear1	50.790093201898074
Rxrb	Slc25a20	50.706989751169665
Thrb	D16Ertd472e	50.68041457966909
Thrb	Chmp4b	50.6487868999995
Elf2	Erp44	50.626268490143
Thrb	Ormdl3	50.58435314454665
Elf2	Canx	50.53052116354388
Thrb	Lepr	50.52359440845566
Thrb	Tcp11l2	50.499004087732686
Elf2	Mycbp2	50.492625396366165
Thrb	Heca	50.48716041966095
Thrb	Ube2e2	50.44596064219528
Elf2	Gm7247	50.426297913041395
Elf2	Ecpas	50.42060856768664
Thrb	Lrmp	50.382679382273
Thrb	Chrna7	50.37895756237222
Thrb	Prkch	50.3682516628851
Elf2	Slbp	50.36537931167843
Nr2f1	Gm44511	50.364998554460705
Thrb	Snapc4	50.34117656409921
Nr2f1	Atxn10	50.26782020303177
Elf2	Fam208a	50.21240538787929
Rarg	Nlrp1a	50.186244384791216
Elf2	Cstf3	50.17288003437737
Elf2	Smpx	50.16584221035774
Thrb	Net1	50.1579812539548
Thrb	Wnt10b	50.14186335238575
Nr2f1	Kdm1a	50.063104049573695
Thrb	BC003965	50.005732303264985
Elf2	Cdc37l1	50.00044169737784
Elf2	Ubp1	49.9908392111968
Rxrg	Slc25a19	49.98805077769169
Thrb	Senp6	49.96112824692705
Elf2	Jak1	49.956855123486704
Thrb	Robo4	49.951535052505186
Elf2	Coq10b	49.915739573606054
Vdr	Synpr	49.881010592357306
Elf2	Itgav	49.87851794952119
Vdr	Whrn	49.85256797996465
Elf2	Fdx1	49.84469259852143
Elf2	Dzip3	49.77376611742102
Thrb	Inpp5d	49.72359507752845
Elf2	Csde1	49.69643232479274
Nr2f1	Cwc15	49.6730501398419
Thrb	Casd1	49.655816163991375
Thrb	Bin1	49.64608958854825
Elf2	Myo1d	49.63508167393797
Nr2f1	Trim35	49.60868042761328
Rxrb	Hspe1	49.591801898729926
Thrb	Atf2	49.57462519253547
Thrb	Gm16091	49.565102110046624
Thrb	Kdm3a	49.55797313502502
Thrb	Whrn	49.549307688823745
Rarg	Tshz2	49.53401099490234
Rxrg	Adam23	49.46306975592024
Thrb	Wdr26	49.46197259305339
Nr2f1	Arcn1	49.4411802741707
Thrb	Sema5a	49.43871215952582
Rxrb	Acacb	49.36380279116547
Elf2	Rtl1	49.351233650426295
Rarg	Dennd3	49.31405930586581
Elf2	Setd1b	49.310113740242876
Elf2	Etv6	49.28369359948104
Elf2	Tle4	49.28205784054343
Thrb	Canx	49.24511128408996
Thrb	Cst8	49.240957407044746
Thrb	Snap25	49.22568888856697
Thrb	Erbin	49.21179372242107
Thrb	Chfr	49.20335228974118
Thrb	Gm14399	49.196144837680286
Thrb	Dnaja3	49.16839101412558
Elf2	Pitpnm3	49.15070836722419
Thrb	Abcb7	49.026250240313225
Elf2	Elmo1	48.994308798290284
Thrb	Gclc	48.97255232397097
Thrb	Ap1g1	48.92082574059259
Thrb	Ubc	48.92017731718495
Thrb	Sgk3	48.88823319623573
Elf2	Sec24b	48.837545774776835
Nr2f1	Hnrnpd	48.82703846546758
Elf2	Slc23a2	48.775783681621064
Elf2	Ece1	48.70374178998409
Nr2f1	Arid1b	48.66564565426615
Nr2f1	Pds5a	48.627701205236704
Elf2	Rabl6	48.6103918208847
Vdr	Gck	48.58057399002189
Thrb	Mob4	48.57429091090455
Thrb	Ext1	48.53681577024175
Thrb	Ddx50	48.46934645374527
Elf2	Scfd1	48.464134328302656
Thrb	Zmym5	48.45552607910108
Elf2	Zfp81	48.42930101202063
Nr2f1	Pigu	48.42835981353284
Thrb	Atxn10	48.41513584975757
Thrb	Pus10	48.398014293200795
Elf2	Ints1	48.39629603905375
Elf2	Seh1l	48.36975557777363
Elf2	Fzd3	48.340011876508306
Rxrg	Ppara	48.2302247868976
Thrb	Fbxw11	48.19791007362007
Elf2	Ccdc192	48.19735844927948
Vdr	Ccser1	48.19417706622621
Thrb	Ubtf	48.13841262096604
Thrb	Zfp536	48.12430742223415
Nr2f1	Mob4	48.085063460111904
Thrb	Trerf1	48.07773141300197
Elf2	Nfic	48.027432759514745
Nr2f1	Frmpd4	48.02372091824515
Elf2	Jakmip1	47.99111499648828
Nr2f1	Ube2f	47.985956160244896
Thrb	Sympk	47.93369046712552
Thrb	Nipa2	47.931104465820745
Elf2	Acvr1	47.89946620282993
Rxrg	Coq8a	47.87270661168924
Thrb	Tshz3	47.87067558676373
Thrb	E130102H24Rik	47.84680794082676
Elf2	Cramp1l	47.8197852766382
Nr2f1	Ralgapa1	47.79810782534388
Elf2	Brwd1	47.701105065316085
Thrb	Loxl3	47.621092784198886
Thrb	Dido1	47.545640627464934
Nr2f1	Cntln	47.46369174296713
Thrb	Adgrg5	47.4308010731646
Thrb	Gm43462	47.31553822976708
Rxrb	Pebp1	47.306661180154784
Elf2	Ptpn12	47.26111046391665
Thrb	Mapkapk3	47.260954975298546
Thrb	Camk2d	47.25938574038896
Elf2	Sil1	47.252367851908936
Rarg	Plpp3	47.2471656044421
Thrb	Fgfr2	47.205736008795355
Thrb	Cars	47.1798525158884
Thrb	Bcat2	47.16162992778717
Thrb	Sgsm2	47.15051455905796
Nr2f1	Akr1b7	47.13125705193016
Thrb	Odc1	47.072739879383754
Thrb	Mob2	47.047570069254114
Rarg	Cd300lg	47.01710999204405
Elf2	Fam120c	46.996658659409306
Nr2f1	Sparc	46.9233952566048
Thrb	Mettl16	46.890113284331115
Nr2f1	Zfand5	46.81398509137317
Thrb	Polr1d	46.80600320712341
Elf2	Rap1a	46.79990903278578
Elf2	Dennd1a	46.787521618052956
Vdr	Sept3	46.6628955620769
Nr2f1	Ppp1r9a	46.65714671187004
Rarg	Rhoj	46.65602980096113
Rarg	Nr5a2	46.654730759798184
Rxrb	Nfyc	46.616448684564126
Thrb	Kcnma1	46.58400260619605
Thrb	Mrps15	46.557777613974594
Thrb	Atp2c1	46.54469727611379
Thrb	Cdh18	46.536910164415744
Elf2	Usp48	46.534866025221135
Elf2	Dhx36	46.50605930545689
Thrb	Tmem205	46.44286620139466
Thrb	Nars	46.439952066643336
Elf2	Crcp	46.427556131361385
Nr1h2	Slc41a1	46.301081811342115
Thrb	Acot13	46.28636743935121
Nr2f1	Tbc1d12	46.254766140040275
Elf2	Klhdc10	46.22958413331941
Elf2	Pex5l	46.16873473215536
Thrb	Chchd2	46.155766230889675
Thrb	Helb	46.10810199996949
Thrb	Rnf181	46.10688585079848
Thrb	Sos1	46.093727606056326
Elf2	Qk	46.07770025379937
Vdr	Clip1	46.07665121086599
Rxrb	Bloc1s5	46.05819856493372
Nr2f1	Asb3	46.0306185362323
Elf2	Hnrnph1	45.90405893839581
Vdr	Pvt1	45.900201763918204
Thrb	Acacb	45.89563560002732
Elf2	Tcf7l2	45.8922376007782
Thrb	Zxdc	45.8896875656212
Elf2	Arhgef4	45.84315319404062
Thrb	Wasf3	45.84044679448085
Thrb	Gapvd1	45.83399669463126
Elf2	Gtf3c2	45.82466202835457
Vdr	Slc29a4	45.81958309942111
Thrb	Shprh	45.81590070067256
Rxrb	Timm23	45.799420420526985
Vdr	Cd9	45.75921769373102
Thrb	Akap17b	45.74327860445441
Thrb	Ppp6c	45.702597764269015
Thrb	Trp53cor1	45.696735081885855
Thrb	Rasip1	45.68223961674679
Elf2	Ep400	45.67408266552781
Thrb	Hprt	45.644580531188524
Thrb	Il15	45.64396437483647
Thrb	Cebpg	45.6251398914812
Thrb	Dip2c	45.61567873681103
Thrb	Ggta1	45.60956238763218
Elf2	Lpcat3	45.59302880696299
Elf2	Tm2d3	45.58730454323083
Vdr	Chd9	45.5761844111199
Rarg	St3gal6	45.54680693437443
Elf2	Tasp1	45.53942875668579
Elf2	Lmo7	45.4978445785445
Thrb	Ssbp3	45.49505078400692
Thrb	Osgin1	45.470553911048924
Nr2f1	Racgap1	45.44635575362928
Thrb	Iqcb1	45.438806179949985
Elf2	B130046B21Rik	45.42804629739368
Thrb	Arhgap35	45.401191190644845
Thrb	Cpe	45.360683514309514
Thrb	Gstz1	45.34107963492754
Thrb	Hmox2	45.31656170111587
Elf2	Axin2	45.27158273891428
Thrb	Frmd4b	45.21124293046712
Vdr	Svop	45.19519556169227
Thrb	Stab1	45.19257241605685
Nr2f1	Rab2a	45.159117745916504
Thrb	Tm2d3	45.13170238717361
Thrb	Map1b	45.09552493799832
Elf2	Opa1	45.06333308816063
Elf2	Atxn10	45.05736593481504
Thrb	Mboat2	45.05350077500325
Elf2	Exoc4	45.027169984057736
Nr2f1	Garem1	45.00220347522315
Rxrg	Lrig2	44.99013433438567
Elf2	Slc20a2	44.98033599992918
Thrb	Abhd6	44.97725759075112
Thrb	Mlkl	44.911149126786185
Elf2	6720427I07Rik	44.79061357538572
Thrb	Atg10	44.68689940051151
Thrb	Tsix	44.66758192184801
Rxrb	Gin1	44.6397731348393
Vdr	Gria3	44.58322739924664
Elf2	Mrpl18	44.570747630434454
Elf2	Ipo7	44.56399058697901
Thrb	Hunk	44.54696487178296
Thrb	Exoc7	44.48382999898372
Nr2f1	Lepr	44.48102834685261
Elf2	Wdr26	44.475502424471124
Vdr	Scn3a	44.46518818633179
Elf2	Phf20l1	44.46152319968778
Elf2	Clasp1	44.46014866134661
Elf2	Cnot6l	44.45373802165443
Thrb	Svil	44.409992571491735
Elf2	Chek2	44.366262890600446
Thrb	Foxk2	44.33092411285708
Thrb	Dock6	44.295143663360236
Vdr	Sdk1	44.26477330253244
Thrb	Sarnp	44.260595653418086
Elf2	Asb3	44.22766109914776
Thrb	Trpc3	44.21990772446572
Thrb	Kcnk2	44.216355337891564
Thrb	Jpx	44.18540376355504
Elf2	Ino80d	44.168613335879584
Thrb	Scfd1	44.15253996561956
Elf2	Tmed8	44.1512583139655
Elf2	Dleu2	44.08492904898016
Thrb	Spast	44.07059948985011
Elf2	Gan	44.051247749541645
Elf2	Map4k4	44.02739880895397
Nr2f1	Inpp4b	44.01287893306837
Elf2	Tbck	44.000823950875485
Elf2	Ubr1	43.98146831616956
Rxrg	Pparg	43.94404098041737
Elf2	Plod2	43.92877508668006
Thrb	Eif4a1	43.89272020116464
Thrb	Fam208a	43.88849821997517
Rxrb	Plin1	43.85744173910928
Thrb	Atg3	43.856603040919325
Elf2	Ccnl2	43.855970345300435
Thrb	Slc25a17	43.82930384746622
Vdr	Rtn1	43.82380914720345
Elf2	Jcad	43.819441987275205
Thrb	Mdh1	43.80892737246812
Thrb	Gab2	43.784310994983755
Elf2	Ttc12	43.742958214293395
Thrb	Tspan11	43.73957172776224
Thrb	Gm20732	43.69564389013443
Elf2	Pibf1	43.689632413337286
Thrb	Kif21a	43.67082920162979
Thrb	Arglu1	43.65688240151841
Thrb	Acss3	43.622200285410436
Elf2	Jarid2	43.616490462719355
Thrb	Map6	43.59282333970669
Elf2	Sec24c	43.58741063129917
Thrb	Fancm	43.571184931549034
Elf2	Rora	43.553446205102176
Thrb	Lrch2	43.5346728932045
Thrb	Tspan18	43.53223078480139
Vdr	Magi2	43.51949195073462
Thrb	Pcdh15	43.49713267273606
Elf2	Atg7	43.48106361290658
Elf2	Arhgap21	43.46532911367154
Elf2	Kdm2a	43.442782368595324
Thrb	Rab3c	43.43926318996315
Elf2	Smchd1	43.43469447960194
Elf2	Grhpr	43.350367430436265
Thrb	Synpo2	43.3419800651308
Thrb	Dnajb3	43.33108931223272
Nr2f1	Dhdh	43.317123276821924
Thrb	Pdlim4	43.29522718319926
Vdr	Mgat5	43.282436093199316
Thrb	Ranbp3	43.22116165205904
Elf2	Dido1	43.20704074180983
Thrb	Alkbh3	43.19996203673597
Elf2	Prrc2a	43.16580191433304
Thrb	Mpp5	43.14454841462926
Thrb	Tfip11	43.11002142112444
Thrb	Nop58	43.0883596576956
Thrb	Txndc11	43.07603923935589
Nr2f1	Tsc22d1	42.99319883221659
Thrb	Ncoa1	42.97257964161853
Thrb	Gm49383	42.957326393573425
Elf2	Sos1	42.934750295915116
Thrb	Setdb1	42.89202739821877
Nr2f1	Hist1h1b	42.85700978482304
Elf2	Zranb3	42.8491539869201
Elf2	Iqsec1	42.843628704400786
Thrb	BC004004	42.79044374901959
Nr2f1	Gm10288	42.784738857175896
Nr2f1	Adgrl2	42.77395230161965
Nr2f1	H19	42.74188416808294
Elf2	Mdfic	42.72671494408381
Thrb	Itgav	42.72067169452775
Thrb	AW209491	42.70361281293281
Nr2f1	Cnot4	42.67036803316125
Rxrg	Pank1	42.623334691590365
Thrb	Ssu72	42.61955437995722
Thrb	Metap2	42.60799868707144
Nr2f1	Stxbp6	42.59112678354849
Vdr	Syn3	42.58660310161239
Elf2	Crybg3	42.572591576396604
Vdr	Dclk2	42.57114731123628
Thrb	Gtf3c2	42.56714993325829
Elf2	Runx1	42.532239001781385
Thrb	Grhpr	42.53135647214122
Rarg	Nos3	42.48495399404462
Nr2f1	Rad21	42.47192118415527
Elf2	Cd93	42.41988108936786
Elf2	Adam23	42.41519030199237
Elf2	Ddx24	42.376870017923245
Elf2	Cdk11b	42.37224581053582
Rxrb	Pdk4	42.36277025722294
Thrb	Pet117	42.35843161444005
Vdr	Gfra4	42.3470168274727
Thrb	Tmem161b	42.34111288020872
Elf2	Dcaf6	42.33514921422308
Vdr	Epb41l3	42.31312764590287
Nr2f1	Hspe1	42.293350842876656
Elf2	Nxpe4	42.286287422368105
Elf2	Cplane1	42.28245032387606
Elf2	H2afy	42.266474444993236
Thrb	Fbxo45	42.26460145311231
Thrb	Jun	42.253029638848474
Elf2	Nap1l4	42.23112455396665
Elf2	Tbc1d12	42.22132509978051
Thrb	Arhgef18	42.220579312315095
Vdr	Zc2hc1c	42.20968870242268
Elf2	Nup214	42.160250231423056
Thrb	Pabpc4l	42.15391550250214
Elf2	Zfyve1	42.145954166869835
Elf2	Ankdd1b	42.090012561229784
Elf2	Malat1	42.02754845125123
Elf2	Trim68	42.01997503299584
Thrb	Cse1l	42.006262455213616
Elf2	Tsc22d1	41.893361873170434
Thrb	Zfp141	41.86577352498689
Elf2	Npat	41.84568397012451
Rxrg	Hadha	41.83242220984749
Thrb	Sod3	41.83015374550676
Elf2	Uqcr11	41.829865927591115
Elf2	Exoc1	41.808839854787294
Thrb	Afap1l1	41.79912442167364
Elf2	Abhd6	41.79799752452556
Elf2	Pcnp	41.733751542696794
Thrb	Map2k4	41.711207194869516
Rarg	Rasip1	41.67951370586838
Elf2	Stx5a	41.659838513913385
Thrb	Dhx36	41.65606631311827
Nr2f1	Pspc1	41.62629270522349
Rxrb	Gm49594	41.60777712855724
Thrb	Slc25a11	41.59833144024064
Thrb	AC129179.2	41.58998476975291
Thrb	Snap23	41.58228176939356
Vdr	Celf3	41.532447288117176
Nr2f1	Fxyd6	41.51972166813095
Thrb	4931403E22Rik	41.47108055436337
Thrb	Npat	41.45188907741879
Thrb	Crcp	41.42649320032448
Elf2	Smyd2	41.415183891892966
Elf2	Ube2f	41.405323658601766
Rxrg	Sdhb	41.40255317062536
Rarg	Ripor2	41.367343874535
Thrb	Mon2	41.351698712689895
Thrb	Atad1	41.339366698544374
Nr2f1	Dennd4c	41.322842410935294
Vdr	Cacna1b	41.30088845821841
Elf2	Nrd1	41.283664353794215
Rxrb	Chchd2	41.246120370224205
Elf2	Mroh1	41.24573912650417
Nr1h2	Rrbp1	41.24172228716067
Nr2f1	Rps3	41.23043601542887
Elf2	Ncaph2	41.22416512803342
Rxrg	Atl2	41.222484380844215
Thrb	Adam23	41.21935269639536
Elf2	Il15	41.212384566068565
Thrb	Inpp5k	41.174625815579304
Thrb	Mrtfa	41.174028653885344
Elf2	Baz2b	41.163331071747216
Nr2f1	Usp34	41.138470701338456
Thrb	Plin1	41.13316800772682
Elf2	Tex10	41.12953268423434
Thrb	Ccar1	41.119790494034525
Nr2f1	Suco	41.11636627534389
Elf2	Ddx5	41.11282627480238
Elf2	Zdhhc21	41.10580038883514
Elf2	Psme4	41.06957466012717
Thrb	Eif2s2	41.04749240128084
Elf2	Ptpn23	41.036751306200905
Thrb	Cyfip1	41.029628360557986
Elf2	Uhrf2	41.025664249880926
Thrb	Anapc5	40.99510996580094
Elf2	Ppfia1	40.947813734625846
Rarg	Bcl2l1	40.86491311345065
Elf2	Txndc9	40.84839921382795
Nr2f1	Dtymk	40.841347948677125
Thrb	4931406C07Rik	40.839787310019744
Elf2	Ccdc189	40.834709114586836
Thrb	Paip1	40.809173114549495
Thrb	Pdgfc	40.793279222729176
Thrb	Pik3cb	40.79034209247544
Thrb	Sptlc1	40.78543502870373
Nr2f1	Iqck	40.77081642883383
Thrb	Mrps21	40.762548238718196
Thrb	Ica1	40.76122007336655
Elf2	BC004004	40.7412218487769
Elf2	Comt	40.73081459727842
Elf2	Nadk2	40.69878856004102
Elf2	Arhgap5	40.69591304646475
Rarg	Ehd4	40.680411068341385
Thrb	Ufsp2	40.65496654939207
Thrb	Gart	40.64622484887217
Nr2f1	Oaz1	40.62586883437316
Nr2f1	Senp6	40.607667224081304
Nr2f1	A430110L20Rik	40.59253560369969
Nr2f1	Plod2	40.559468994620616
Elf2	Tut4	40.55313909913261
Rxrb	Mtor	40.539548688619185
Rxrb	Sipa1l1	40.535556889317945
Elf2	Khdc4	40.51866818708153
Thrb	D930016D06Rik	40.517262692757335
Thrb	Ttc37	40.49425695260705
Thrb	Tmem26	40.48383792235493
Thrb	Med27	40.46619892809142
Vdr	Syt16	40.45720405152384
Elf2	Fam122a	40.4345766558033
Thrb	Kcnq1ot1	40.43376978731218
Elf2	Zadh2	40.41964021083271
Elf2	Clcn5	40.38222794230888
Thrb	Ncoa3	40.31773172578167
Elf2	Rplp1	40.302290232442196
Nr2f1	Elmo1	40.2776320598164
Vdr	Tut4	40.27206452223811
Rxrg	Dlc1	40.232522523703416
Elf2	Spast	40.222734726197736
Thrb	Sod1	40.17034200474353
Thrb	Lrig2	40.16385718365642
Thrb	Cacna1b	40.15440233999533
Thrb	Dnmt3l	40.13327463886273
Thrb	4930500H12Rik	40.1280979621566
Thrb	Setd1b	40.11539111046211
Thrb	Cep350	40.113057622279676
Elf2	Man1a2	40.10399966835237
Rxrg	Abcb9	40.07495080345769
Thrb	Htra2	40.07439426298137
Thrb	Sik2	40.054829154191765
Thrb	Prpf6	40.005173891523356
Thrb	6330549D23Rik	39.988290178463366
Elf2	Heatr3	39.93885882392297
Elf2	2700016F22Rik	39.93860787863684
Elf2	Aplp2	39.9309362582871
Thrb	Abhd5	39.91594571628114
Elf2	Fxyd6	39.804234583898825
Rxrb	Ap5m1	39.80395685155096
Thrb	Nxf1	39.802798330828345
Nr2f1	Knl1	39.7640211714709
Thrb	Gpc4	39.753126480559516
Thrb	Cdc14a	39.73853640383886
Rarg	Msr1	39.725248127761276
Elf2	Ap1s2	39.713980873336325
Elf2	Mrpl51	39.706774980097606
Vdr	Tshz2	39.692535812041726
Elf2	Xbp1	39.65362949903019
Thrb	Vti1a	39.626043820354084
Elf2	Fam122b	39.601822239358306
Nr2f1	Ylpm1	39.58265600959636
Thrb	Hint1	39.58220977168234
Thrb	Mapk1	39.576296152417996
Thrb	Mvp	39.57157953355149
Thrb	Thrsp	39.5362987179097
Thrb	Msmo1	39.520696270340956
Rarg	Cd34	39.51918839991586
Thrb	Kdm1a	39.51089527208614
Thrb	Abcd3	39.46918741841958
Elf2	Zfp950	39.44016815370897
Elf2	Dlgap4	39.43246678198447
Elf2	Heca	39.39267452045051
Thrb	Tgs1	39.388725830609374
Rarg	Sash1	39.35217601921044
Thrb	Arih2	39.330931754840634
Vdr	Galnt14	39.330443388949945
Thrb	Oaz1	39.31432948520628
Elf2	Akap11	39.28419513551823
Thrb	Cct5	39.255747320728595
Nr2f1	Htra2	39.24869952668986
Elf2	Bag3	39.24699175722534
Rarg	Sh2d3c	39.23794459715845
Elf2	Gria3	39.2269412405843
Vdr	Thsd7b	39.20140961945667
Elf2	B3gnt2	39.1951641978537
Thrb	Nipsnap3b	39.192997749637684
Elf2	Dtymk	39.16544662247762
Elf2	Taf3	39.16285252264785
Rarg	Clec12a	39.16076254610264
Nr2f1	Tsix	39.14541126297544
Thrb	Apbb1ip	39.065840361436905
Thrb	Mpzl1	39.05535208161993
Elf2	Gm28905	39.02688820605437
Elf2	Zfp609	39.021762094942154
Elf2	Etv4	39.0214851343434
Elf2	Tomm70a	39.000861983180506
Thrb	Pgk1-rs7	38.993953804859814
Thrb	Slc9a3r2	38.95098934562892
Elf2	Pik3cb	38.938088102274705
Thrb	6330411D24Rik	38.925575895189105
Thrb	Gm13446	38.86976870405042
