TF	target	importance
Rxrb	Foxk2	2.3634008515408755
Vdr	Tbca	2.3632977991362907
Rarg	Atp11b	2.3632106445462098
Elf2	Gm43647	2.3631064611643238
Nr1h2	Phtf2	2.3630542226422997
Rarg	Zfp768	2.363042033339537
Nr1h2	Rbm48	2.362885714434198
Elf2	Smim5	2.362325916503361
Elf2	Gm20685	2.3620780202320177
Rarg	4931406C07Rik	2.3620374310908163
Elf2	Gm26521	2.3618736768849407
Rarg	AC121821.1	2.361654933421474
Nr1h2	Gm49358	2.3609497640124166
Rxrg	Tent2	2.3609435881844285
Rarg	Surf6	2.3608224422262127
Nr1h2	Cpne4	2.360723253296817
Elf2	4933425L06Rik	2.3605728002787334
Nr1h2	Gm26725	2.360371482732077
Nr1h2	Pde1b	2.3602826113762156
Rarg	Rabep2	2.359956974455621
Rarg	Clec2g	2.359594916973901
Nr1h2	Htt	2.359582552236885
Thrb	Ddx4	2.3594259061083327
Rxrb	Zbtb34	2.359380873096714
Rxrb	Klf7	2.3593254297685626
Rxrb	2310061I04Rik	2.3589031510747387
Rxrb	Alg1	2.3587295828812462
Elf2	Oprd1	2.3587045781422353
Nr1h2	Akap2	2.358651798998869
Vdr	Panx1	2.3582745666022213
Nr2f1	Il10ra	2.358160533976465
Rxrb	Shisa4	2.357764902389094
Vdr	Fibin	2.3577465796010526
Rxrg	Nxf1	2.35769870136378
Nr1h2	Zxdb	2.357331505154721
Rxrg	Sike1	2.357283107212738
Nr1h2	Capg	2.357244938498024
Rarg	Nr6a1	2.357082452261722
Elf2	Pkp2	2.356673271097177
Nr2f1	Gstm4	2.3564510092222233
Rxrb	Nr5a2	2.35591372175283
Rxrb	Vps35	2.355752436383897
Nr1h2	Gm12992	2.35563927990799
Rxrb	Tmem91	2.3556057372850865
Vdr	BC004004	2.3555979775620823
Vdr	Mbd2	2.3547633851479057
Rxrb	Hgs.1	2.3544161627219142
Rarg	Kansl2	2.3542907726521958
Nr2f1	Gnaz	2.3540105066974326
Nr1h2	Megf6	2.353968904811847
Thrb	1700066M21Rik	2.3537689055148325
Vdr	Kdelc1	2.3536496166052805
Rxrg	Fam102a	2.353297385388979
Rxrb	Zfp862-ps	2.3530086028232517
Vdr	Ik	2.3528109328516793
Rarg	Fxyd7	2.352665057278895
Vdr	Gm49121	2.3526407998955854
Nr1h2	AC154492.2	2.352490799452712
Nr1h2	Lrrc34	2.352101054470367
Rxrb	Nid2	2.351978542025544
Nr1h2	mt-Nd5	2.351593821818783
Vdr	Arih2	2.3513741324848523
Nr2f1	Slc3a1	2.3513364450097964
Rarg	Gtf3c2	2.351265641369198
Rxrg	Inafm1	2.3510013059992363
Thrb	Gm26895	2.3508817239091715
Rarg	Gpatch2l	2.3506242488045515
Thrb	Gm26513	2.350332443263609
Rxrg	Whrn	2.3503284241280578
Vdr	Gm6943	2.350306569733058
Nr1h2	Mageh1	2.350156996723838
Nr2f1	Grm1	2.349825654911413
Elf2	Fbxl21	2.349805867256912
Nr1h2	Kidins220	2.349225305704441
Thrb	Pwp1	2.348999516692618
Rarg	Def6	2.3489918777516636
Rxrb	Gm45883	2.348943732547331
Vdr	2310030G06Rik	2.3479279574030643
Nr2f1	Ndufb3	2.3478438404781214
Elf2	Rfk	2.3474311755534694
Nr1h2	Lrguk	2.347164898527628
Nr2f1	Fgd4	2.346737221324521
Rxrb	Kpna3	2.3466325331764226
Vdr	Dlg1	2.34658169754239
Vdr	Gde1	2.3465611583688335
Nr1h2	Tap2	2.346559830103088
Rarg	Mrpl13	2.3460947936587506
Rarg	Senp5	2.3457420519734327
Elf2	Gm13574	2.345642009013436
Rxrb	Kin	2.3453042872218184
Nr1h2	Zfp459	2.345246777614227
Thrb	Gm21769	2.345144541267461
Nr1h2	Rap2a	2.3449558432209643
Rarg	Gm15587	2.3445748346173723
Vdr	Asb5	2.3443410859827485
Rxrb	Gm12996	2.3439447172993417
Nr1h2	Gtf2h4	2.3437368153375457
Rxrb	Ccdc50	2.3434844294627264
Rxrb	Ncf2	2.343180054832641
Elf2	Mup3	2.3430432899970497
Nr1h2	Haus6	2.3429884218871675
Nr2f1	Rpa1	2.3428945011055404
Thrb	Gm13771	2.3428614316898138
Rarg	Ifit1	2.3427234147056857
Thrb	Npsr1	2.3426473537942667
Nr1h2	Ints9	2.3425402813821212
Rxrg	Exoc5	2.342420798040173
Rxrg	Pex12	2.34232411158319
Elf2	Grid2	2.342283468243127
Vdr	Tars2	2.342267656508328
Nr2f1	Ica1l	2.342199833473357
Rxrb	Gm10273	2.342131530188603
Rxrb	Tec	2.341967380722783
Nr2f1	Rcbtb2	2.3418518345070085
Vdr	Acvr1	2.34168980679882
Rxrg	Map2k4	2.3405174628668894
Nr1h2	Fitm2	2.3404002689100363
Nr2f1	Ecm2	2.3403326333671903
Vdr	Cpox	2.3396924238135193
Rxrb	Cox20	2.339689135758749
Nr2f1	Aggf1	2.339559406412055
Rxrb	Cox8b	2.339080634138126
Elf2	Fut4	2.3389032042525884
Rxrg	Kdelc1	2.3388781596611863
Vdr	Trip4	2.3387070546831557
Rxrb	Tgfbr1	2.3385596608846835
Nr2f1	4930545L23Rik	2.3384717082070803
Rxrg	R3hcc1	2.338389228650655
Nr1h2	Zfp174	2.3383639696224576
Rarg	Plekhg5	2.337683295216712
Rxrg	Tas1r1	2.337526474588396
Nr1h2	C1qa	2.3375200793742263
Rarg	Frmd5	2.3373844997894886
Rarg	Gm3417	2.33703625267517
Vdr	Cebpg	2.3368169537615047
Rarg	4833439L19Rik	2.336291033328764
Nr2f1	Fam69b	2.3359983270932485
Nr2f1	Gm3739	2.335972671389048
Vdr	Ptov1	2.335867745230602
Nr2f1	Gm47914	2.335839921333241
Rxrb	Ccdc62	2.335778424367242
Elf2	Chst10	2.3347661410143328
Rxrb	Fosl2	2.334650086314042
Nr2f1	Efcab5	2.3344481851885783
Rxrb	Gm43055	2.334397272154182
Nr1h2	C77080	2.334304073661161
Vdr	Adgre1	2.33392396850544
Rxrg	Myh10	2.333891360233888
Nr2f1	Gpat3	2.33385090346811
Nr2f1	AC165425.1	2.3333610771351516
Nr2f1	Cdk4	2.3327444297343702
Rxrb	Mvb12a	2.332600408470594
Nr2f1	D030045P18Rik	2.3325589414936774
Nr1h2	Cdc42ep4	2.3322524799647866
Elf2	Spns3	2.331964899555881
Vdr	Gm1976	2.331955911582488
Rarg	Pdgfd	2.3318660965480564
Rxrb	Tns3	2.331720344901492
Nr2f1	Rad52	2.3313061480619965
Rxrb	Grm7	2.331281999212319
Nr2f1	Ppp1r3c	2.3312157886444953
Rxrb	Gm9725	2.3309104251781605
Vdr	Coq10b	2.3306479021757767
Rxrb	Ing2	2.3304221255362294
Nr2f1	Ezr	2.329900313113327
Elf2	Gm19667	2.3296444058559844
Nr2f1	Gm18981	2.329308391397679
Nr1h2	Fgd2	2.3289512876335228
Vdr	Xpo6	2.3284618346670287
Elf2	Cacng4	2.328225116143405
Rarg	9330159F19Rik	2.3274286190294964
Nr1h2	Prkg1	2.327293142800479
Vdr	Cnot4	2.3265346603028663
Rarg	Plod1	2.326390733634011
Thrb	Ccdc146	2.3261890470982145
Rarg	Dstyk	2.325953540177937
Rarg	Gm49521	2.325427687172933
Vdr	Rnaset2b	2.324859141541459
Rarg	Ppwd1	2.324839205819671
Nr2f1	Capn15	2.32470037960148
Rarg	Styx	2.3246966748658853
Rarg	Rbfa	2.3246375926553435
Rxrg	Gm14296	2.3245574998714305
Nr1h2	Dcaf1	2.3245019442638593
Rarg	Syf2	2.3242494204486386
Rarg	Slc25a32	2.323934461606628
Vdr	Otub1	2.3239177471323007
Rxrb	Ncdn	2.3238469465373623
Rarg	Apol6	2.3237461467948726
Rxrb	Gdf10	2.3237236647479045
Rxrb	Ranbp1	2.3236222252436147
Rarg	Mfsd14a	2.3234046998710136
Vdr	Nxpe4	2.3234033320099106
Vdr	Zfp318	2.323334141921978
Nr2f1	Hsd11b1	2.3229354603028263
Nr2f1	Cox7a2l	2.3227953601011007
Nr2f1	4930412C18Rik	2.322622924249898
Vdr	Hint2	2.322490867671945
Nr2f1	Zgrf1	2.321894318988807
Rxrg	Snupn	2.321871504114071
Nr1h2	Appl1	2.3218156022407235
Nr2f1	Manbal	2.3217915211329223
Elf2	Pon1	2.321728904893499
Nr2f1	Cdkn2aip	2.3216986111470397
Rxrb	Sh3bp5	2.3216924393848912
Nr1h2	Drosha	2.3211158961116047
Rarg	Fgd4	2.3210889857430947
Rarg	Gata3	2.3209532750952677
Vdr	Gstt1	2.32092894883711
Elf2	Thegl	2.320464913326792
Nr2f1	Epn3	2.3204376308684336
Nr2f1	Galnt2	2.320382541648338
Elf2	R3hcc1	2.3201614440569447
Vdr	Zscan18	2.3200891477319225
Elf2	Gucy1a2	2.3196761582646936
Rarg	Ccdc30	2.3194381489627007
Nr1h2	Tut7	2.3188776146847734
Rxrb	Gm38392	2.3187000539845526
Rarg	Zmym6	2.3186252837663837
Nr1h2	Yif1a	2.3183503462513735
Nr2f1	Gm45808	2.318315040714992
Rarg	Gm17491	2.3180245016198895
Elf2	Acsf3	2.31798644528609
Elf2	Gm8624	2.3178855053884737
Nr2f1	Gm10409	2.317776929295289
Rarg	Ints11	2.3177616169730855
Rxrb	Ap1s2	2.3172604668111343
Rxrg	Mertk	2.316728651869754
Nr1h2	Rab8a	2.3157052669325964
Rxrb	Ltbp1	2.3156964055864564
Rarg	Plin1	2.3149313876576643
Elf2	Golm1	2.3148649860708423
Vdr	Gm34719	2.314578740213
Elf2	Gm38358	2.3145147337333563
Rarg	Zfp408	2.3144927728341105
Rxrb	2010007H06Rik	2.3143826728784327
Nr2f1	Atp6v1a	2.314379910322005
Nr1h2	Phka2	2.314342682628982
Nr1h2	D630039A03Rik	2.314129994256576
Nr2f1	Gm41505	2.313851950561578
Elf2	Gm44036	2.3137884126614003
Rxrb	Dnase2a	2.313319999575935
Thrb	Sctr	2.313315067436672
Rxrb	Tent5a	2.313294470876333
Nr2f1	Lgals1	2.313198733318691
Rarg	Tsr2	2.313095029833828
Nr1h2	Scfd2	2.312710637217195
Elf2	Klhl7	2.3126124017370815
Nr1h2	Mboat1	2.3123837331475765
Rarg	Slc41a1	2.3122574466219574
Rxrb	Gm3693	2.3121923412466026
Vdr	Riok1	2.3116019530141045
Elf2	Ucp3	2.3114645928578663
Elf2	Gm17518	2.3112801543327004
Elf2	Rhebl1	2.310974272465806
Nr1h2	Gm21704	2.310964393856055
Rarg	Sirpb1b	2.310887624761965
Nr1h2	Tapbpl	2.309963978148945
Elf2	Rab35	2.3097578894868946
Rxrg	Cpb1	2.3097531700557665
Nr2f1	C1qtnf9	2.3097175190282937
Rarg	Ngly1	2.3096742600782854
Nr2f1	AC129217.1	2.309372825314946
Elf2	Dxo	2.3092480443059538
Rxrb	Pigf	2.309043217808511
Rarg	Zpbp	2.308999069293148
Rxrb	Faap20	2.3084280866690716
Nr1h2	4921536K21Rik	2.3082826760657467
Rarg	Gtdc1	2.3080920164982435
Rarg	Ramp1	2.308057364557507
Vdr	Kif1bp	2.3077756815178914
Rxrb	Btg3	2.3076363691700026
Elf2	Aoc3	2.3076056828400837
Elf2	Taf13	2.307213266289946
Nr2f1	Hspa12b	2.306977211832389
Rxrb	Nup88	2.306402528131651
Rarg	Platr25	2.3063563233820297
Vdr	Seh1l	2.3059811701168615
Nr1h2	Tram1l1	2.3058431408323066
Rarg	Zfp62	2.3054910475499955
Nr1h2	Alg9	2.3049671648763526
Rarg	Vps50	2.3046972154578445
Rxrb	Gm28038	2.304557912081635
Rarg	Rnf25	2.3043566269452915
Rxrg	Gm26649	2.3042320874882902
Rxrb	Klf3	2.303657239547704
Rxrb	Grin2a	2.303426513387177
Vdr	Cfap46	2.3033057831198827
Rxrb	Ogfod1	2.30312398662376
Rarg	Ptdss1	2.302894474438895
Nr2f1	Tgfbrap1	2.302587128581997
Rxrb	Arhgdig	2.3024867552175587
Elf2	Nrk	2.302320925024472
Rarg	Ankrd29	2.3023095421177575
Rxrg	Gm14211	2.3020783040045156
Rarg	Epb41l1	2.3017428358766914
Rxrb	Capn1	2.3016918572046325
Rxrb	Zfp110	2.3013227389784077
Elf2	E230029C05Rik	2.3012365340257723
Rarg	Hmces	2.3010245282743833
Nr2f1	Entpd1	2.3004173126791545
Vdr	Abca13	2.300410346919078
Vdr	Gan	2.3002798478333975
Nr2f1	Gpr153	2.30019879506479
Vdr	Gm44790	2.3001900202156587
Vdr	Gm49003	2.3001385766713236
Nr1h2	D130062J10Rik	2.2999610053378605
Vdr	Hadh	2.299951492349993
Rarg	Micall2	2.2997884672363913
Rxrg	Tbce	2.299770766448584
Vdr	Cdk9	2.2992505167091264
Rxrb	Ggps1	2.298942224958185
Rarg	Trappc3	2.2982819491329853
Nr2f1	Dnaja3	2.2982364931881403
Nr2f1	Gm42702	2.297539188618228
Nr2f1	Gm48342	2.297494426095472
Elf2	Prr5	2.2973625231467723
Nr1h2	Fmo5	2.297214162240414
Rxrg	Fam122a	2.297003922068259
Rxrb	AC090479.2	2.2967802008203875
Vdr	Micu3	2.2963772049965456
Rxrb	Slco5a1	2.2962073369793043
Rxrb	Gm5834	2.2961855705770517
Thrb	1110002J07Rik	2.2960434966866687
Rxrb	Pex19	2.2959025896300664
Rxrb	Bean1	2.2956170698782254
Elf2	Gm20522	2.2955715209705945
Rxrg	Cdk2ap2	2.2954431888199993
Nr2f1	Sox12	2.29531000560167
Nr1h2	Gm7622	2.295253428993336
Rxrb	Gm12531	2.2952403309597065
Thrb	4930544F09Rik	2.2949815089563375
Vdr	Zfp729a	2.2940474025258575
Rxrb	Mob2	2.2939246731924055
Rarg	Gm26789	2.2936583294723083
Vdr	Kif16b	2.293312535016155
Nr1h2	Dusp6	2.293259618836091
Nr2f1	Rnf168	2.2931840396183594
Rarg	Hagh	2.293022318966237
Nr1h2	Zc3h8	2.2930028438503025
Elf2	Gabrg1	2.292821772904145
Nr1h2	Shq1	2.292444774949085
Elf2	Gm15821	2.2924301089908847
Rxrg	Gm45890	2.291979356169869
Rxrg	Dock6	2.2919122143593595
Vdr	Cdan1	2.291828287041281
Rxrb	Dram1	2.291644572230023
Nr1h2	Gsta3	2.291622867681502
Rxrg	Seh1l	2.2912953144346146
Nr1h2	Gm26601	2.2910315570567557
Nr2f1	Nos3	2.2903970419163096
Rxrb	Acsl6	2.290180156642899
Rxrb	Gnai2	2.2896952499222287
Elf2	4930500H12Rik	2.2891610993313933
Nr1h2	Gm26781	2.2891543130101377
Rxrb	Tmem134	2.2889985517667046
Rxrg	Igdcc4	2.288840605728748
Rarg	Ptar1	2.2887134654431507
Rarg	Rabl2	2.2884794782782722
Nr2f1	Tapbp	2.288189328537771
Nr1h2	Lyrm1	2.2877137803532652
Rarg	Ubac2	2.2874451352762866
Vdr	Txnrd1	2.2873298171714476
Rxrg	Sel1l	2.2871491820479637
Rarg	Parg	2.287136209391649
Nr1h2	F420014N23Rik	2.2866434034900665
Nr2f1	Fmn1	2.2866282610516446
Nr1h2	1700037C18Rik	2.2864064252821725
Rarg	Cop1	2.2863027846083845
Rxrb	Myo6	2.285899828331593
Vdr	Pus10	2.285557773536896
Vdr	Lck	2.285469481780784
Nr2f1	Sh3bgr	2.285346256748411
Elf2	Cited1	2.2849803944049225
Nr1h2	Rps15a-ps6	2.2847905837679456
Rarg	Clasp2	2.2847497916404937
Rarg	Gm28050	2.2845010228868414
Nr2f1	Gm10601	2.2844733579764083
Elf2	Pex11g	2.2843065546999965
Elf2	Mettl5os	2.283912219491986
Rxrb	Sec16b	2.2838653513408826
Thrb	Xkr5	2.283747642377082
Vdr	Coa6	2.2836707497367748
Vdr	Entpd1	2.283567572042485
Thrb	Gm14061	2.283431021008735
Rxrg	Cox20	2.2833832889608767
Rxrg	Kdm2a	2.283295699199982
Nr1h2	Pet117	2.2827210700527742
Nr2f1	Mis18a	2.282619411171336
Rxrb	AC127256.1	2.2825593747479873
Rarg	Gm20337	2.2822401305049302
Rarg	Rpl9	2.2820593984848783
Rarg	Scamp3	2.281991731253826
Rxrb	Unc79	2.2819458702525424
Rarg	Gm49358	2.281178568910595
Vdr	Naa10	2.2809861447359374
Vdr	Gga3	2.280969926876415
Nr2f1	Gm14412	2.2808772945520164
Rarg	Wasf1	2.280608783345311
Nr1h2	4632411P08Rik	2.280306128025068
Rxrb	A3galt2	2.280171748963453
Rarg	Stn1	2.2799277431532152
Rxrb	6330549D23Rik	2.2798646254915593
Nr1h2	Klhdc8a	2.279441666652702
Rarg	Zfp609	2.279439262108798
Nr2f1	Dnmt3l	2.2790723711115763
Rxrb	Iqschfp	2.278832217247315
Rarg	Slfn9	2.278458434441503
Nr1h2	D130040H23Rik	2.278119973195517
Nr1h2	Gm42620	2.2780529596874715
Elf2	Gm15561	2.2779524451011395
Rarg	Fxyd6	2.2778568078863133
Vdr	Rp9	2.2777558078611313
Nr2f1	Gm6278	2.2777493377021165
Rarg	Adam19	2.277685572137053
Nr2f1	Zfp84	2.2775473141655658
Rxrb	Per1	2.277460043832887
Rxrg	Gpc4	2.277110833120622
Nr1h2	Primpol	2.2766858245320667
Rxrb	Acp2	2.276253763153244
Rarg	H2afz	2.2759724227208022
Thrb	Scrg1	2.2759331702050267
Rarg	Gm15417	2.275628825733475
Elf2	1700020G17Rik	2.2754052144192856
Rarg	Zfp148	2.275292337989301
Elf2	Lin9	2.2751947841433546
Nr2f1	Stt3b	2.2750183891815947
Nr2f1	AC165951.2	2.2742757352250558
Nr1h2	Atg16l1	2.2741647028588883
Rarg	Vangl2	2.2736251355369603
Rxrg	Ankrd49	2.2736021313420802
Rarg	Pygo2	2.2735706144181624
Vdr	Zfand5	2.273281907143276
Nr2f1	Igsf9b	2.2732387521125266
Rarg	Prkcb	2.273180698771587
Elf2	Gm14267	2.2726701005733965
Rarg	Slc7a5	2.272649142371539
Elf2	Ascl1	2.272247692552162
Vdr	Bag3	2.2721770435407995
Rxrb	Coq10b	2.2720899840277715
Elf2	Tmem231	2.2717177332906986
Rarg	Gm45808	2.2715324007528297
Rxrb	Zfp580	2.2704976339468894
Nr2f1	AI429214	2.270383195478518
Rarg	Prkcd	2.270383075267424
Nr1h2	Anapc1	2.2699133499998463
Vdr	Pnpo	2.2698457750103547
Nr2f1	Tarbp1	2.2697992597678613
Nr1h2	Ubac2	2.2693794409406167
Nr2f1	Drosha	2.269184018317051
Nr1h2	Immp2l	2.268976980355905
Nr2f1	Sspn	2.2687700962402286
Rxrb	Nat8f3	2.268687176882322
Elf2	F3	2.2682801325687816
Vdr	Fahd2a	2.267844887377948
Rxrb	Rufy2	2.2672390426198827
Nr2f1	Sft2d1	2.267159361882716
Nr2f1	Pkd2l2	2.267125302661662
Rxrb	Gm47601	2.2669946429248715
Nr2f1	Atf1-ps	2.26698239031765
Vdr	Dcaf11	2.266532266410303
Vdr	Dnajc19	2.266384547206606
Rxrb	Atg2a	2.26632768700614
Vdr	Slc7a1	2.266201694101211
Nr2f1	Casp8ap2	2.2656416839444793
Nr1h2	Wnk4	2.2655123005468893
Rxrb	Osgin1	2.2653486660638826
Rxrb	Ccdc73	2.2652049081957193
Thrb	Marcksl1	2.2647536071889034
Rarg	Zcchc17	2.264362385580312
Nr1h2	Mapk13	2.2640515796862335
Nr1h2	Cryzl2	2.2637430892769017
Rxrb	Gsn	2.263648061038991
Rarg	Mrfap1	2.263512280334809
Rxrb	Ccdc117	2.2632015540749104
Nr1h2	Cyb5r4	2.2626172781397385
Nr1h2	Gtf3c1	2.262442058285154
Vdr	Nectin1	2.2622925784235477
Nr2f1	Gm11991	2.2619201655084344
Nr1h2	Rpl9	2.2618323495946786
Vdr	Exoc4	2.261266643696512
Rxrb	Gm33203	2.2612196913986815
Vdr	Ift74	2.260989550537987
Rxrb	Oaf	2.2609093004748306
Elf2	Maob	2.2608857609622275
Vdr	Pde8b	2.260785859483928
Rxrg	Ddx56	2.260321335127238
Rxrb	Fbxl12	2.2599154144863123
Rxrg	Gm43462	2.2599049884034637
Rxrb	Ppa1	2.2597925527190332
Elf2	Gm12799	2.259608591381846
Nr2f1	Ppp2r5b	2.2595899062910654
Nr2f1	Iqschfp	2.2594764689362097
Rarg	B3galnt2	2.259366082873495
Thrb	Rnf227	2.2590829634192984
Vdr	Cep83	2.258930557478737
Nr2f1	Cd1d1	2.258919707399837
Elf2	Sync	2.2582664442127545
Nr2f1	Ftl1-ps1	2.258176108897081
Nr1h2	Fosl2	2.2579210787665724
Vdr	5930430L01Rik	2.257647451519498
Nr1h2	Gm47601	2.257539819211145
Nr2f1	Cept1	2.25719282237168
Rarg	B130046B21Rik	2.2569155730019914
Vdr	Ahsa1	2.2568610157670923
Rxrb	Gm9869	2.2568569676321864
Elf2	Gm2274	2.2567831074459876
Rarg	Zbtb12	2.2567040790458295
Nr1h2	Stard3	2.2565756402562456
Nr1h2	Sft2d1	2.256401124486073
Elf2	Lingo4	2.25631002930091
Nr2f1	Slc37a4	2.2561901932305743
Nr1h2	Ifi35	2.255700936771008
Nr2f1	Rnf115	2.255364465813931
Elf2	Rpl9	2.255275066584356
Elf2	Tnks1bp1	2.2552282549346936
Vdr	Sarnp	2.2551548269261654
Nr1h2	Ssna1	2.2550922565699323
Nr1h2	Spg11	2.255087775680703
Nr1h2	Kyat1	2.2549204312908704
Rarg	Hoga1	2.2542960233085245
Nr2f1	Vamp7	2.254108339096226
Elf2	Alg1	2.253424131187781
Rxrb	Lrpap1	2.2530774192493173
Rxrg	Wt1os	2.252617366253776
Nr2f1	Stn1	2.252529030119691
Nr1h2	Gm20186	2.2522268279841344
Vdr	Kcnk13	2.2517936858439733
Rarg	Esf1	2.2517615653929814
Vdr	Dhx57	2.2514611639697737
Nr1h2	B4galnt3	2.2512823526881
Nr1h2	Junos	2.2509793479551585
Vdr	Gm48254	2.2509699139307418
Nr1h2	Dusp5	2.2506773617815274
Nr2f1	Vmn2r22	2.2504548458994593
Elf2	Gm498	2.250290707338878
Rxrb	Morn1	2.250018446639683
Rxrb	Lrrc8dos	2.2492810538984696
Nr1h2	Oxsr1	2.248690404568258
Vdr	4930448C13Rik	2.24823088527453
Vdr	Islr	2.2481121565063362
Elf2	Tmem28	2.2477602608202507
Vdr	Hnrnpd	2.2475271076869237
Rxrg	Bach1	2.247513149021275
Nr2f1	Bgn	2.2473990280697294
Nr1h2	Col4a2	2.2473972055500644
Nr2f1	Il1r1	2.247126502834394
Rarg	Orc4	2.2466352534288156
Elf2	Rbm46	2.2465792344694244
Rxrb	Gm42765	2.246549135551904
Nr2f1	Gtf3c6	2.24647170345589
Nr2f1	Stard8	2.2461311277671965
Elf2	Gm29232	2.246074478891249
Rxrg	Cstf2	2.2459593260742605
Nr1h2	Npr1	2.245928272564444
Nr2f1	Gm15085	2.2458469398177656
Rarg	Zfp367	2.2457610699422683
Rxrb	Gm20521	2.245324374213411
Elf2	Pde12	2.2453243220272237
Nr1h2	Acad11	2.245009520093011
Rxrb	D130040H23Rik	2.2448937955578634
Rarg	Kdsr	2.2447989161568316
Nr2f1	Scube3	2.244464612625505
Elf2	Acr	2.2444000352057696
Nr2f1	Arxes1	2.2438760683776904
Nr1h2	Klf7	2.243708927556371
Rxrb	Bet1l	2.2432974857733945
Nr2f1	Gm15427	2.243199115251526
Thrb	Melk	2.2430016378679354
Nr1h2	Xrn1	2.2429193705293273
Nr1h2	Ctdspl	2.2427563303582816
Nr2f1	Chst10	2.242630410617093
Elf2	Ccdc62	2.2424638788220914
Rxrb	Cc2d2a	2.241415318850547
Nr2f1	Gm49662	2.2414036117788565
Vdr	Bco2	2.2413638761572816
Rarg	Ppp1r37	2.2411689210931223
Nr1h2	Dusp22	2.2406053141426954
Rarg	Tomm20	2.2404246474124414
Rarg	Dnajc19	2.239808331726823
Rarg	Cops3	2.239775321676877
Nr1h2	AC162923.1	2.239432276768942
Nr2f1	0610040B10Rik	2.2392712321111645
Rarg	Leprotl1	2.2388784123387633
Nr2f1	E330011O21Rik	2.2387006695438796
Vdr	Bicc1	2.238072678671782
Rxrb	Gm7785	2.238049810301661
Rxrb	Gclm	2.2379664622578757
Rxrb	Mtg1	2.237749751926083
Rxrb	Gcnt1	2.237686067057756
Nr1h2	Slc22a15	2.2376047901644895
Nr2f1	Tbx15	2.23754962339624
Elf2	Gm28258	2.237355703188758
Rxrb	Nipsnap3b	2.237296024862115
Nr2f1	Ucp1	2.2372528887067076
Rxrb	Gm49299	2.2370955845970415
Rarg	Lrp5	2.2368291842470645
Elf2	C130013H08Rik	2.2368025779525915
Vdr	Cd300lg	2.236792195639501
Vdr	Ppp2cb	2.236605245609076
Thrb	BC028777	2.2360249857851566
Vdr	Zbtb7c	2.2356248003439565
Rarg	Vezt	2.235550117174794
Elf2	Qars	2.2354598159402177
Elf2	Panx1	2.2351502329733695
Nr2f1	Fblim1	2.2346967171236027
Vdr	Stat3	2.234313028523248
Vdr	Vav2	2.2342055616974634
Nr2f1	Gm4951	2.2340786445649
Nr2f1	Dscaml1	2.2339385529892
Vdr	Api5	2.2336438772484843
Vdr	Coq9	2.2333267818727127
Rarg	Rnd3	2.2332597641996985
Nr1h2	Gm14325	2.2329821816375417
Elf2	C330011M18Rik	2.2322499763588968
Rxrb	Rida	2.2319885936133326
Nr1h2	Lnpk	2.2318812345939474
Vdr	Gemin5	2.231748559179816
Vdr	Lrig2	2.231726868825038
Nr2f1	Gpn1	2.2316207139181072
Rxrb	Slc20a1	2.231568356624579
Nr2f1	Gm21984	2.231503232783385
Rarg	Sorbs2	2.2314214568263115
Nr2f1	Gm4673	2.2312641368289774
Nr1h2	Chst11	2.2309393129555204
Rxrg	St6galnac3	2.23078666470669
Rarg	Rhog	2.2307608593477957
Rxrb	Gm13889	2.230599266329784
Rarg	Taok3	2.2304298388553447
Vdr	Zfp536	2.230422129542565
Rxrg	Pde8b	2.230409500918299
Rxrg	Gm48617	2.2301346994530458
Rxrb	Postn	2.2298433759553626
Thrb	Pcdhga3	2.229096516916731
Elf2	Gm13829	2.2289871946795383
Nr2f1	Zfp174	2.228876484698832
Rxrb	Grb14	2.228762483025529
Elf2	D5Ertd615e	2.2286964482146554
Nr2f1	Zfp788	2.227938046597884
Nr2f1	Bbox1	2.227739931903977
Thrb	Tnnt1	2.227689884515475
Nr2f1	Ccdc71l	2.2276860599588173
Rarg	Slc10a7	2.2275353017244104
Rxrg	Lsm12	2.227279786348554
Nr2f1	Prickle4	2.2272771682623116
Nr2f1	Gpr180	2.226768828627703
Rxrb	Setbp1	2.2266998896676453
Vdr	Zfp932	2.22644415054094
Rxrg	Sp3	2.226268147344108
Elf2	Pygl	2.226257317761567
Rxrb	Efhb	2.22610647628787
Rarg	Hook2	2.225824397273396
Elf2	Idi1	2.225748104142428
Rxrg	Sdr39u1	2.2255962980798247
Rxrb	Chtf8	2.2254401446417025
Nr2f1	Sec23a	2.2248316882725665
Nr1h2	Tbc1d14	2.224620977080407
Nr2f1	Aim2	2.2245512495654247
Nr1h2	Otud7a	2.224458204219445
Vdr	Tmx1	2.2244386781154377
Elf2	Slc16a7	2.224353722326657
Elf2	Gm32913	2.2240524475772814
Rxrb	Pdlim4	2.22398447509606
Nr1h2	Ttc36	2.2239276551197293
Vdr	Parp1	2.223484827936461
Rxrg	Aak1	2.2234621079815935
Nr2f1	Prkd2	2.2233725113759326
Rxrb	Polr1c	2.223136996238544
Elf2	A930016O22Rik	2.2228616394196976
Rxrb	Haus3	2.222819007653
Rarg	Gm26816	2.2224337982893045
Nr2f1	Loxl4	2.2220454597238306
Vdr	Tspan11	2.2218515806177943
Rarg	Eif4b	2.2217024271204866
Nr1h2	Nutf2	2.2215559702792453
Nr1h2	Gm9257	2.2214605457768304
Rxrb	Pilrb1	2.221237127988464
Nr2f1	Srpx2	2.2207633681299015
