Regulator	Target	MI	pvalue
E2f7	Dlgap2	1.6143375495582521	4.737510383989729E-7
Gli2	Gm35533	1.3689406090731633	0.03263817847320993
Klf2	Trem2	1.9025678197411677	9.229284003708926E-9
Myt1	Spata13	1.1728596652035779	0.03263817847320993
Nr4a2	Cyp2d37-ps	1.9987586083468054	9.229284003708926E-9
Hlf	Fstl4	1.655161505516332	9.229284003708926E-9
Tfec	Nav3	2.0079768104572584	1.6986412276764895E-10
Zfp385b	Gm21541	1.50567454145505	1.6986412276764895E-10
Ebf3	Cxcl12	1.460550085422837	9.229284003708926E-9
Klf5	S100a6	1.5453257981504578	0.03263817847320993
Zfp366	Arap3	1.793468318814574	9.229284003708926E-9
Pax2	Iqsec3	1.9240340408480798	0.03263817847320993
Gli2	Pdzk1	2.3619458160645768	1.6986412276764895E-10
Zfp385b	Ugt1a10	1.4128168545978408	9.044750415299063E-4
Slc26a3	Aspn	1.3970368785972849	9.229284003708926E-9
Nkx2-2	Gm31641	2.686803401724688	9.229284003708926E-9
Tead4	Tgm2	1.7638508031732494	4.737510383989729E-7
Lyl1	Cd74	1.7852954068901972	2.1949162487544527E-5
Sox10	Gm16252	2.054208820727422	1.6986412276764895E-10
Trp63	Plxdc2	1.5407507877775664	0.03263817847320993
Tbx20	Sctr	1.6166547257159702	1.6986412276764895E-10
Atad2	Pgm5	1.667917703156424	1.6986412276764895E-10
Slc26a3	Cyp2c70	1.2239124070666147	9.044750415299063E-4
Tal1	Btnl9	1.9586608647342505	9.044750415299063E-4
Lyl1	Cd86	2.036257555113194	1.6986412276764895E-10
Tal1	Ednrb	2.03762341606729	2.1949162487544527E-5
E2f7	Kif4	1.759916814652399	2.1949162487544527E-5
Zfp423	E230032D23Rik	1.880368926431188	0.03263817847320993
Lyl1	Stap1	1.9987592050041334	4.737510383989729E-7
Hnf4a	Gm4952	1.8898521114442282	2.1949162487544527E-5
Gata3	Pcsk2	2.2416285614134184	4.737510383989729E-7
Notch1	Mmp13	1.6008666606797732	9.044750415299063E-4
Lef1	Slc15a2	1.3581987661922912	2.1949162487544527E-5
Zfp804a	Dync1i1	1.78393830158871	0.03263817847320993
Zc3h12d	Pik3cg	1.8863476040791947	4.737510383989729E-7
Ebf1	Acer2	0.9758891950936833	9.044750415299063E-4
Irx5	Sell	1.7010670047200265	9.044750415299063E-4
Irf4	Dio2	1.6945120654211756	1.6986412276764895E-10
E2f7	Pcdh10	1.7903769414553259	1.6986412276764895E-10
Myt1l	4933432K03Rik	1.8245542227783538	9.044750415299063E-4
Foxp2	Pdgfc	1.6059108170953167	1.6986412276764895E-10
Notch1	Mgl2	1.6520813979382845	0.03263817847320993
Nkx2-2	Igfbp7	1.2268771789834	0.03263817847320993
Runx3	Tbxas1	1.8145318511560142	1.6986412276764895E-10
Gli1	Acsm2	1.8951446009668291	4.737510383989729E-7
Wt1	Smoc2	1.2308125193864274	1.6986412276764895E-10
Fosb	Alb	1.3888102194238838	4.737510383989729E-7
E2f7	Fndc3c1	1.621411930595439	1.6986412276764895E-10
Gli1	Dnah14	1.9541780275109524	0.03263817847320993
Hey2	Grid2	1.5155054134071022	1.6986412276764895E-10
Mkx	Nol4	1.7511995222255918	1.6986412276764895E-10
Spi1	P2ry10	1.9438858461567046	9.229284003708926E-9
Ebf3	Vim	1.711717613551273	9.229284003708926E-9
Trps1	Spag6l	1.1478022203330542	9.044750415299063E-4
Lyl1	Adgrf5	1.8805918214602229	1.6986412276764895E-10
Tcf15	Vgll3	1.7428619661492917	1.6986412276764895E-10
Ahr	Clec12a	1.8580511810437437	1.6986412276764895E-10
Ikzf3	Cd200r1	1.9037875658013101	4.737510383989729E-7
Gli2	Acox1	1.6740149127476947	0.03263817847320993
Irf4	Cyp2a22	1.513692195448013	9.044750415299063E-4
Lmo2	Gm8369	1.7460178232387362	2.1949162487544527E-5
Gata3	Mdga2	1.873310868751607	9.044750415299063E-4
Gli2	Bnip3	1.999632939549595	2.1949162487544527E-5
Glis3	E230032D23Rik	1.621533517434596	9.044750415299063E-4
Top2a	C230004F18Rik	1.6665911396846453	9.044750415299063E-4
Nr5a1	Chd5	1.3328839754896402	9.044750415299063E-4
Zfp831	Tagln	2.2566787989277106	1.6986412276764895E-10
Zfp385b	Acnat1	1.4354924911348814	1.6986412276764895E-10
Pax2	Hnf1b	2.590454602099955	9.229284003708926E-9
Prrx1	Errfi1	1.6064994698518116	0.03263817847320993
Top2a	Esco2	1.9900283813419641	1.6986412276764895E-10
Prrx1	Fut9	1.7830148418317022	4.737510383989729E-7
Hlf	9330159F19Rik	1.773196156475725	9.044750415299063E-4
Myt1	Gng4	2.300566025923992	1.6986412276764895E-10
Stat4	Gm30382	1.6821217829820339	4.737510383989729E-7
Hlf	Ccdc68	1.820944213375225	9.229284003708926E-9
Vav1	Clec4b2	2.2386091830418136	1.6986412276764895E-10
E2f7	Gata3	1.5706330943571412	2.1949162487544527E-5
Trerf1	Dnajc6	0.7064999609203342	0.03263817847320993
Irx5	Gm16252	2.0287344592232235	2.1949162487544527E-5
Gli2	Rnf220	1.7820175950441546	4.737510383989729E-7
Zfp536	Atp10a	0.9632693756680754	9.044750415299063E-4
Ets2	Fam184b	1.8429973329208211	4.737510383989729E-7
Pax8	Uox	2.0525682779497445	4.737510383989729E-7
Nkx2-2	B3gnt5	2.3082555091386254	4.737510383989729E-7
Nr4a1	Gm12877	2.0892393268905316	0.03263817847320993
Pax3	Stk32b	2.697738497699372	0.03263817847320993
Isl1	Gm26691	1.7945484614022746	9.044750415299063E-4
Notch3	Cyp2d38-ps	1.458527846918033	9.229284003708926E-9
Runx2	2310016D03Rik	1.0863315323813503	9.044750415299063E-4
Tfec	Tnip3	1.8591710721560906	2.1949162487544527E-5
Atad2	Isl1	1.5851982206511368	0.03263817847320993
Egr3	Clec4a1	1.7696446166818796	0.03263817847320993
Gli1	Kel	1.3573276050438716	9.229284003708926E-9
Zc3h12d	Bcl6b	1.707413359693528	0.03263817847320993
Nr5a2	Cldn5	1.7387578352109225	9.044750415299063E-4
Hnf1b	Agap2	2.309831994491715	0.03263817847320993
Chd5	Slc7a8	1.6230277348990279	2.1949162487544527E-5
Nr1i3	Ass1	1.6230284783966014	0.03263817847320993
Zc3h12d	Cnn2	1.9981302235500125	1.6986412276764895E-10
Atad2	Ttk	1.7056231517159273	9.044750415299063E-4
Gata3	Tox3	2.1428871153984894	1.6986412276764895E-10
Nkx2-2	Gas2l3	2.2614026078971565	9.044750415299063E-4
Bnc1	Gm30173	1.6954215719212304	2.1949162487544527E-5
Gata4	Snhg11	1.4435881490841904	4.737510383989729E-7
Thrb	Hmgcr	0.9356586676158999	0.03263817847320993
Zdhhc14	Fam107b	1.3675101930937734	2.1949162487544527E-5
Bcl6b	Gm36660	1.6751532289178401	4.737510383989729E-7
Fosb	Colec12	1.6334157649859118	2.1949162487544527E-5
Vav1	Sox10	1.7755527431480875	9.044750415299063E-4
Vav1	Fam19a3	1.9852538442089245	1.6986412276764895E-10
Cbfa2t3	Fcgr2b	1.874737749041071	1.6986412276764895E-10
Ebf3	Ucp3	1.2924012354318195	2.1949162487544527E-5
Ebf3	Hp	1.3185981285071582	9.044750415299063E-4
Myt1	Plxnc1	2.115924992525414	9.044750415299063E-4
Atad2	Gm40645	1.6693773507460659	2.1949162487544527E-5
Klf5	Nctc1	1.5239902006111814	0.03263817847320993
Tcf15	4930578C19Rik	1.4617987130811798	1.6986412276764895E-10
Trp63	Hmcn2	2.0881105604072485	2.1949162487544527E-5
Nrk	Slc15a2	1.4364700981834921	2.1949162487544527E-5
Erg	Btnl9	2.0517717213344695	0.03263817847320993
Tal1	Gm10800	1.729178391028872	0.03263817847320993
Rarb	Bcl6b	1.5155559745054705	2.1949162487544527E-5
Fli1	Slc43a3	1.887605437038033	1.6986412276764895E-10
Zc3h12d	Egln3	2.084362850932356	1.6986412276764895E-10
Tfec	Sox2ot	1.4979675008729363	1.6986412276764895E-10
Wt1	Mug1	1.7004165887427845	1.6986412276764895E-10
Mlxipl	Slc7a10	1.2685951729526912	2.1949162487544527E-5
Ets2	Cxcl16	1.679473630208632	9.044750415299063E-4
Hlf	Gm13857	1.816710427696043	0.03263817847320993
Mkx	Gabrg3	1.3583032524739298	9.229284003708926E-9
Epas1	Cldn10	1.718460319416884	2.1949162487544527E-5
Tcf15	4930402D18Rik	1.5741336718327563	1.6986412276764895E-10
Tfap2b	Clvs1	1.9020671470994723	9.229284003708926E-9
Fosb	C8a	1.842414447977174	1.6986412276764895E-10
Tfec	Wipf1	1.4949219474349165	0.03263817847320993
Zdbf2	Dach2	1.5733923813742823	0.03263817847320993
Wt1	Myom1	1.4502692659710996	1.6986412276764895E-10
Tsc22d3	Gm9989	1.6726504411432637	1.6986412276764895E-10
Gli2	Adamts16	1.5879919200593269	9.229284003708926E-9
Lyl1	Il10ra	2.0821868822182377	4.737510383989729E-7
Zfp385b	Gm11884	1.3070696033045004	0.03263817847320993
Zc3h12d	Ets1	2.0462154971780904	9.044750415299063E-4
Irf4	Svep1	1.463012495008026	2.1949162487544527E-5
Pax3	Car1	2.894883554765101	0.03263817847320993
Hnf4a	Csmd2	2.075647080735133	9.044750415299063E-4
Mlxipl	Acacb	1.4087031555589575	9.044750415299063E-4
Pax3	Casr	3.0252386546521923	9.229284003708926E-9
Mecom	Pdzd2	1.3106961495139493	4.737510383989729E-7
Pax3	Rpap3-ps2	2.891932816811492	4.737510383989729E-7
Pbx1	Edil3	0.4913446573417396	4.737510383989729E-7
Stat4	Ccl9	1.5839097382690426	4.737510383989729E-7
Hnf1b	Tnnc2	2.428443210751651	2.1949162487544527E-5
Cers6	Scn4a	1.3527685078378688	0.03263817847320993
Gli1	Cpt1b	2.071285168591363	1.6986412276764895E-10
Prdm1	Tal1	1.8795222701520315	1.6986412276764895E-10
Glis3	B230334C09Rik	1.6859792741060464	9.229284003708926E-9
Sox13	Nrgn	1.9009172211375915	0.03263817847320993
Jazf1	Abr	1.375364736220682	9.044750415299063E-4
Foxo1	Tkt	1.058580637982188	9.044750415299063E-4
Runx3	Ciita	1.9588336560176178	1.6986412276764895E-10
Slc26a3	Slc34a1	1.4503855763969185	9.044750415299063E-4
Cux2	Sox2ot	1.3965530168077342	0.03263817847320993
Tfec	Olfr111	1.612260426212141	2.1949162487544527E-5
Nfatc2	Rims4	1.37582367957919	2.1949162487544527E-5
Nrk	Nt5e	1.6498965354458595	1.6986412276764895E-10
Wt1	Hpd	1.5998756605146849	9.044750415299063E-4
Tead4	Vsir	2.311844653296303	9.229284003708926E-9
Notch3	Cyp2c40	1.4804388036772835	1.6986412276764895E-10
Zmynd15	Egln3	1.8781423567139401	9.229284003708926E-9
Vav1	Pik3r5	2.2916916964456937	1.6986412276764895E-10
Ets2	Dock8	1.5536304563794523	0.03263817847320993
Fli1	Lilrb4a	1.8112599890733356	0.03263817847320993
St18	Bmpr1b	1.834349610639837	2.1949162487544527E-5
Runx3	Flt1	1.707927993819575	2.1949162487544527E-5
Chd5	Fgf12	1.2457310112472992	4.737510383989729E-7
Maf	Slc39a12	2.0941431240448836	1.6986412276764895E-10
Ets2	Dock6	1.4353977694304738	9.044750415299063E-4
Nr5a1	L1cam	1.5395778727788767	1.6986412276764895E-10
Nr2f2	Gm26522	1.6233686872224833	9.044750415299063E-4
Sox10	Ly9	1.601142102140562	9.044750415299063E-4
Gli2	Col18a1	2.068523213605835	2.1949162487544527E-5
Myt1	Zmat4	2.0847263847351267	2.1949162487544527E-5
Ets2	Ltbp1	1.8724335170923312	1.6986412276764895E-10
Notch3	Cyp2c70	1.3970458834823791	9.229284003708926E-9
Tfec	Sorcs1	1.2807121580367935	0.03263817847320993
Notch3	Cyp2c69	1.3937318468689792	0.03263817847320993
E2f7	Brip1	2.01729291094646	1.6986412276764895E-10
Myt1l	Acnat1	1.6693310321649697	9.044750415299063E-4
Nkx2-2	Oas1a	2.19975680949409	9.044750415299063E-4
Nkx2-2	Fendrr	2.3363783158642777	4.737510383989729E-7
Fosb	Ap1s2	1.5480997741539617	9.044750415299063E-4
Runx3	Rspo2	1.4200413269716603	2.1949162487544527E-5
Tfap2b	Sgip1	2.3238810294506225	1.6986412276764895E-10
Hmga2	Gm26691	1.3364379481574562	0.03263817847320993
Erg	Tnfrsf11a	2.0784327870180572	0.03263817847320993
Vav1	C5ar1	1.8795745330050124	2.1949162487544527E-5
Irf5	BC035044	1.8327390671088828	0.03263817847320993
Ebf3	Ogn	1.8137536573219215	1.6986412276764895E-10
Zmynd15	Rmst	1.5721092020421572	9.044750415299063E-4
Notch4	Arhgap27	1.84843096853102	1.6986412276764895E-10
Nkx2-2	Htra3	2.234273289607827	4.737510383989729E-7
Top2a	Ezh2	1.644646715492975	9.044750415299063E-4
Meox1	Ecscr	1.8518811559966966	4.737510383989729E-7
Zfp804a	Gm16332	1.5412624571661289	2.1949162487544527E-5
Ppara	Muc16	1.530569266219771	0.03263817847320993
Irf4	Cables1	1.4596818544705124	9.229284003708926E-9
Irx3	Ccl9	1.825857516482057	1.6986412276764895E-10
Lmo2	Cd200r1	1.7011292255705617	2.1949162487544527E-5
Nr3c2	9930038B18Rik	1.14106695345277	0.03263817847320993
Irf4	Ankef1	1.7135772802438727	1.6986412276764895E-10
Ppara	C1qb	1.1640592436372124	0.03263817847320993
Ppara	C1qa	1.1978211657628475	9.044750415299063E-4
Zbtb7c	C6	1.1344404132452388	2.1949162487544527E-5
Meox2	Gm42397	1.189732271472543	0.03263817847320993
Zfp804a	Cyp2f2	1.6517986031870018	9.229284003708926E-9
Erg	Robo4	1.801925352871344	4.737510383989729E-7
Klf2	Gm2682	1.6975184546121633	2.1949162487544527E-5
Pax8	F730311O21Rik	1.4849019729287711	0.03263817847320993
Lhx6	Bin2	1.8014097586033486	0.03263817847320993
Myt1	Ror1	1.1787337944632117	2.1949162487544527E-5
Zc3h12d	Nos3	1.7359219781594835	1.6986412276764895E-10
Myt1	Slco3a1	1.2142931682694518	4.737510383989729E-7
Nkx2-2	Elmo1	1.0222454827368668	0.03263817847320993
Tfap2b	9330182L06Rik	2.0666642132495148	2.1949162487544527E-5
Gata3	Adam22	2.0262962485546128	1.6986412276764895E-10
Zc3h12d	Aim2	1.9634621351419113	1.6986412276764895E-10
Mef2c	Arap2	1.307116720569812	2.1949162487544527E-5
Hmga2	Spag6l	1.3408715093156438	9.044750415299063E-4
Rorb	Jazf1	1.6973336855287529	4.737510383989729E-7
Nr3c2	Masp1	1.1528225904010014	0.03263817847320993
Klf5	Tsc22d3	1.4418237129147653	1.6986412276764895E-10
Prdm16	Gmpr	1.6978482002481905	0.03263817847320993
Slc26a3	Sult2a1	1.4814214855571206	9.229284003708926E-9
Slc26a3	Sult2a5	1.236964570609134	2.1949162487544527E-5
Mkx	Appl2	1.3127926307755704	9.229284003708926E-9
Tfec	E330020D12Rik	1.6826388961875738	4.737510383989729E-7
Hmga2	Gm26522	1.327728332565198	0.03263817847320993
Ahr	Mmp13	1.8618378544751752	9.229284003708926E-9
Ahr	Dnah12	1.8289301790781465	1.6986412276764895E-10
Ahr	Mmp12	1.6647416685066152	4.737510383989729E-7
Slc26a3	A530053G22Rik	1.386881768347425	4.737510383989729E-7
Foxp2	Slc12a2	1.5346777241714626	9.229284003708926E-9
Cbfa2t3	Creb5	1.9012928393977253	9.229284003708926E-9
Irf5	Cd300lb	1.9020100913292908	1.6986412276764895E-10
Irf5	Cd300lf	1.9187573904727593	9.229284003708926E-9
Zfp804a	Lrrc7	2.0530284642956973	1.6986412276764895E-10
Nfatc2	Grik4	1.5833667808502239	0.03263817847320993
Klf5	Errfi1	1.7905173900858276	1.6986412276764895E-10
Jazf1	Amph	1.6352937605131264	9.044750415299063E-4
Tfap2b	Tbx20	2.184066266153126	9.044750415299063E-4
Heyl	Cyp2c37	2.264052053266303	0.03263817847320993
Mafb	Pcdh10	2.0078882406712473	2.1949162487544527E-5
Gata4	Aacs	1.8029732703783505	4.737510383989729E-7
Mafb	Gm45323	1.99097203082552	9.044750415299063E-4
Zfpm2	Car1	1.1124542409664264	0.03263817847320993
Notch3	Sult2a5	1.5482070321412462	2.1949162487544527E-5
Tfec	Adamtsl2	1.3905738159866443	9.229284003708926E-9
Notch3	Sult2a8	1.5013574675564927	9.229284003708926E-9
Tfap2b	Cacna1b	1.9770286352681676	4.737510383989729E-7
Zfp366	Grap	1.5457525524537783	0.03263817847320993
Runx1t1	9130410C08Rik	1.3845258057757097	4.737510383989729E-7
Zfp536	Atp2b3	1.4098238731556232	4.737510383989729E-7
Hif3a	Tfec	1.5835722145210052	4.737510383989729E-7
Casz1	Gm5535	2.0868902964143525	1.6986412276764895E-10
Irx3	Gm13629	2.0090371281283415	9.044750415299063E-4
Myt1	Mtcl1	2.125944278146727	1.6986412276764895E-10
Ebf3	Megf6	1.4427358686399652	0.03263817847320993
Tfcp2l1	Gpx3	2.095031353424136	2.1949162487544527E-5
Irx3	Slc34a1	2.02835406039929	0.03263817847320993
Rora	Rmdn2	0.35330867235343655	0.03263817847320993
Tbx20	Ptprn	1.7952050708367704	9.044750415299063E-4
Nr1i3	Fbn1	1.5570344732119077	9.229284003708926E-9
Top2a	Anln	2.242160769420747	1.6986412276764895E-10
Spi1	Grm4	1.4999546072512688	2.1949162487544527E-5
Notch4	Pirb	1.938625771355383	2.1949162487544527E-5
Tbx20	Klhl32	2.4742737931244547	9.229284003708926E-9
Zdhhc14	Pld1	1.5435195419405798	1.6986412276764895E-10
Zmat4	Igsf11	1.5552290601508654	0.03263817847320993
Mlxipl	Slc1a3	1.465199252787426	4.737510383989729E-7
Slc26a3	Tnc	1.201500138758934	1.6986412276764895E-10
Spi1	Cd300c2	2.431274361235644	1.6986412276764895E-10
Glis3	Fmo3	1.6600473822369997	9.044750415299063E-4
Ikzf3	Cd300lb	2.0392944737616667	1.6986412276764895E-10
Nr1i3	Ripply3	2.124254719134788	0.03263817847320993
Rarb	Cd38	1.5541915318141297	4.737510383989729E-7
Rarb	Tshz2	0.7858637381407837	4.737510383989729E-7
Irx5	Dennd2c	1.8585923507571873	2.1949162487544527E-5
Nkx2-2	Fmo3	2.6617258522279426	9.229284003708926E-9
Zmynd15	Gm13470	1.8865259659439295	1.6986412276764895E-10
Nr3c2	Myzap	1.2409319473903162	9.229284003708926E-9
Notch3	Abtb2	1.0722722419822874	9.229284003708926E-9
Tfec	Irx3os	1.4925047300546055	2.1949162487544527E-5
Jazf1	Nrxn3	1.3885340961656911	2.1949162487544527E-5
Maf	B130024G19Rik	1.9085187917291138	0.03263817847320993
Gata3	Itga2	1.624738888424119	9.044750415299063E-4
Tal1	Klhl6	1.887590119482127	9.044750415299063E-4
Nkx2-2	Flna	2.0001829577140766	9.044750415299063E-4
Nkx2-2	Csmd2	2.5664718625066354	9.229284003708926E-9
Zfp385b	Gm2564	1.4597932660474442	4.737510383989729E-7
Chd5	Cyp2c37	2.0567208207999603	0.03263817847320993
Tfec	Cdc14a	1.6957036300286827	1.6986412276764895E-10
Isl1	Lpar1	1.795279902675007	0.03263817847320993
Ikzf1	Adgre1	2.1177094593564503	1.6986412276764895E-10
Irf4	Fmo1	1.1005453851888862	9.044750415299063E-4
Irx3	Cd200r1	1.9977432053524045	9.229284003708926E-9
Tsc22d3	Ptn	1.5126958994897608	0.03263817847320993
Myt1	AC148019.2	1.8213046644141457	0.03263817847320993
Tfec	Pawr	1.5666432362920086	9.229284003708926E-9
Prdm16	Pkhd1l1	1.530293345576033	9.044750415299063E-4
Zdhhc14	Pkib	1.3917435405352574	0.03263817847320993
Nkx2-2	Flt3	1.8809205894982735	9.229284003708926E-9
Klf5	Prrx1	1.5185405373051208	9.229284003708926E-9
Fosb	Pcdh19	1.7586550455751624	1.6986412276764895E-10
Wt1	Myocd	1.3466761268033252	2.1949162487544527E-5
Tfec	Rhag	1.7409588515247303	4.737510383989729E-7
Gli1	Cyp2c29	1.9579220512601734	9.229284003708926E-9
Zc3h12d	Klra2	1.909440136797457	1.6986412276764895E-10
Runx3	Arhgap45	2.036306930173276	2.1949162487544527E-5
Myt1l	Trpc5	1.972541969000274	1.6986412276764895E-10
Jazf1	Sphkap	1.6467137415538837	0.03263817847320993
Pax5	Arsi	1.5100265508323254	9.044750415299063E-4
Bnc1	Bc1	1.154733429644931	0.03263817847320993
Runx3	Arhgap30	1.9613752668724815	9.229284003708926E-9
Mafb	Bcl2a1d	2.173497158667695	9.229284003708926E-9
Mafb	Bcl2a1b	2.2615087140434844	1.6986412276764895E-10
Tcf15	Ccr2	1.57558336712347	1.6986412276764895E-10
Hmga2	Cpm	1.4846188017937385	9.229284003708926E-9
Slc26a3	Tat	1.3071839204097024	9.229284003708926E-9
Casz1	B230303A05Rik	1.9208635272418952	2.1949162487544527E-5
Chd5	Gal	2.3843243415840094	1.6986412276764895E-10
Slc26a3	Krt19	1.8381466095674694	9.229284003708926E-9
Tbx20	Gm46323	2.3157771136380294	1.6986412276764895E-10
Sox17	Ikzf1	1.9981282500923832	4.737510383989729E-7
Fosb	Erbb4	1.6150693565602552	1.6986412276764895E-10
Zfp608	Chst7	1.2351095701133652	9.044750415299063E-4
Chd5	Dnm1	2.135834051712889	9.044750415299063E-4
Ets2	Gm26522	1.853070026342083	0.03263817847320993
Rarb	Ehd3	1.496255502288442	0.03263817847320993
Zdhhc14	Trpc6	1.5126084719975463	1.6986412276764895E-10
Mkx	Hs3st2	1.6950532357302106	9.229284003708926E-9
Pax3	Gm12877	2.981961278052318	4.737510383989729E-7
Tcf15	Ccn1	1.4402594608374257	1.6986412276764895E-10
Top2a	Hpgds	1.5383202607039892	4.737510383989729E-7
Gli1	Gm49513	1.9414851400887714	1.6986412276764895E-10
Aff3	Col6a2	1.3989870671723488	9.044750415299063E-4
Pax5	A430078G23Rik	1.4969610140357907	9.044750415299063E-4
Nkx2-2	Pcdhgb2	1.6278113970901735	2.1949162487544527E-5
Nkx2-2	Pcdhgb1	1.7562047248603523	9.229284003708926E-9
Top2a	Gm10863	1.1978387521710714	2.1949162487544527E-5
Rorb	Kif26b	1.7393195359875235	1.6986412276764895E-10
Rorb	Hhip	1.5077362045920022	0.03263817847320993
Nr3c1	Nampt	1.1278617669127047	2.1949162487544527E-5
Nkx2-2	Pcdhga3	1.749218870132057	4.737510383989729E-7
Nkx2-2	Pcdhga2	1.651244238757493	9.229284003708926E-9
Nkx2-2	Pcdhga1	1.5684390158647012	2.1949162487544527E-5
Nkx2-2	Pcdhga6	1.6067106354605134	9.044750415299063E-4
Nkx2-2	Pcdhga5	1.3887700139968826	0.03263817847320993
Nkx2-2	Pcdhga4	1.7917106911071126	4.737510383989729E-7
Gli2	Elovl6	1.2321113386578002	0.03263817847320993
Lmo2	Slc34a1	1.5097892884996074	2.1949162487544527E-5
Wt1	Kmo	1.531258418794754	9.229284003708926E-9
Zc3h12d	4930554G24Rik	1.910959813271634	1.6986412276764895E-10
Notch1	Ndrg1	1.2942007424596484	4.737510383989729E-7
Wt1	Klb	1.5515344326175537	9.229284003708926E-9
Hnf4a	Itgb6	2.3477670501875956	4.737510383989729E-7
Hlf	Cyp2d37-ps	1.7162004661756305	2.1949162487544527E-5
Esr1	A2m	1.4566811072004606	9.044750415299063E-4
Zmynd15	Ccr2	1.8277638244007273	4.737510383989729E-7
Zmynd15	Ccr1	1.7866493191569932	4.737510383989729E-7
Cers6	Slc2a13	1.1198829140420248	2.1949162487544527E-5
Bnc1	Aqp1	1.582951229426663	4.737510383989729E-7
Meox1	A430048G15Rik	2.269174290514443	0.03263817847320993
Erg	Sla	1.8757596493547044	9.044750415299063E-4
Klf2	Lhx6	2.236844967807561	1.6986412276764895E-10
Prdm1	Sema6a	1.809818747431347	2.1949162487544527E-5
Rarb	Fmnl3	1.59162143631087	9.044750415299063E-4
Sox10	Mrc1	1.7444675301076913	9.044750415299063E-4
Irx3	Car1	2.0621552548943374	4.737510383989729E-7
Notch4	2610307P16Rik	1.7142182335250462	4.737510383989729E-7
Zfp385b	H19	1.2863513044729644	4.737510383989729E-7
Pax8	Slco1b2	1.6977354602271593	0.03263817847320993
Klf5	Fndc1	1.7151241408623359	1.6986412276764895E-10
Tbx20	Epha5	1.9846200308495672	9.044750415299063E-4
Irf5	Bcl2a1d	1.835402005253556	4.737510383989729E-7
Zfp385b	Snx10	1.3426675382402333	9.229284003708926E-9
Fosb	Mest	1.698012601310976	1.6986412276764895E-10
Bcl6b	Fam184b	1.6406737085911733	0.03263817847320993
Bcl6b	Efnb2	1.773250125704349	9.229284003708926E-9
Tfec	Vcam1	1.608059907142362	4.737510383989729E-7
Tfec	Gm4956	1.5672950530806318	1.6986412276764895E-10
Zdhhc14	Spon1	1.3656293654733198	4.737510383989729E-7
Klf2	Slc34a1	1.6531815860565118	9.044750415299063E-4
Nr1i3	Pex5l	1.3610369390513295	9.044750415299063E-4
Notch3	Gckr	1.4389699249085628	1.6986412276764895E-10
Tfcp2l1	A530016L24Rik	2.156939040204012	0.03263817847320993
Zfp804a	Hhip	1.4951216142902244	0.03263817847320993
Zfp385b	Fga	1.3407434890061989	1.6986412276764895E-10
Chd5	Nr5a1	1.3363425199570782	9.044750415299063E-4
Zfp804a	4930447A16Rik	1.2845706645543922	0.03263817847320993
St18	Dgkb	2.0034504802044197	9.044750415299063E-4
Irx5	Lmo2	1.7173560113269732	0.03263817847320993
Spi1	Gm13857	1.6580975662442572	2.1949162487544527E-5
Ebf1	Rasal3	0.9940922739884079	0.03263817847320993
Klf5	3110039I08Rik	1.730525844399775	1.6986412276764895E-10
Nkx2-2	Gm3164	2.245744877222585	9.044750415299063E-4
Nkx2-2	Cntnap2	2.2343042335815015	9.229284003708926E-9
Nkx2-2	Sgms2	2.0552530586127427	0.03263817847320993
Fli1	Icam1	1.7646331016193966	2.1949162487544527E-5
Maf	Stard8	1.4765625517007452	0.03263817847320993
Klf5	Mgp	1.4781513361297434	4.737510383989729E-7
Gli1	Nr1h5	2.254633033479481	1.6986412276764895E-10
Klf2	Hepacam2	1.5141138596505237	0.03263817847320993
Casz1	Syn3	1.7714404593447355	1.6986412276764895E-10
Sox6	Apob	1.493651985929688	1.6986412276764895E-10
Gli1	Hpx	1.8985550756232819	0.03263817847320993
