Regulator	Target	MI	pvalue
Gli2	Ppp1r3a	2.260813620463281	9.044750415299063E-4
Lmo2	Sncaip	1.577736019363256	2.1949162487544527E-5
Foxp2	Art1	1.504700145616647	4.737510383989729E-7
Lef1	Chn1	1.2374482632653756	9.044750415299063E-4
Tsc22d3	AC157910.3	1.5323641094316296	9.044750415299063E-4
Zfp385b	F3	1.2557896873488532	9.044750415299063E-4
Myt1	St18	1.6709610164050066	9.044750415299063E-4
Sox6	Ankef1	1.4191509806679545	9.229284003708926E-9
Nr5a2	2610307P16Rik	1.6529770947887978	9.044750415299063E-4
Wt1	Agap2	1.4161086601390398	4.737510383989729E-7
Vav1	Alox12	1.8042468013995165	1.6986412276764895E-10
Maf	Gm8013	1.6916759431436144	0.03263817847320993
Gli2	Hnf4a	2.290034774843761	0.03263817847320993
Prdm16	Meox2	1.4796928445249515	9.229284003708926E-9
Zfp385b	S100a6	1.7082421639527496	1.6986412276764895E-10
Zbtb7c	Tbc1d8	1.1354667176709987	0.03263817847320993
Tfap2b	Tmem178b	1.4298460881157666	9.044750415299063E-4
Bcl6b	Naip2	1.5904719819297175	2.1949162487544527E-5
Zdhhc14	Ahr	1.3269055644155123	9.044750415299063E-4
Isl1	Bard1	1.803059687065226	4.737510383989729E-7
Ahr	Bcl2a1d	1.8524421430907096	1.6986412276764895E-10
Ahr	Bcl2a1b	1.7388062695801896	9.044750415299063E-4
Mafb	S100a9	1.688191905148127	1.6986412276764895E-10
Pax5	Hmcn2	1.2704113188783588	9.044750415299063E-4
Zfp462	D7Ertd443e	0.9021079818143356	9.044750415299063E-4
Zmynd15	Pik3cg	1.994165536107254	1.6986412276764895E-10
Pou2f2	Ccl9	1.4024520807891687	9.044750415299063E-4
Nkx2-2	Angpt2	2.3242087405821543	9.044750415299063E-4
Elk3	Klhl4	1.84024004092102	9.229284003708926E-9
Nrk	Tc2n	1.5302944225388462	9.044750415299063E-4
Runx1t1	Il6ra	1.3518252680793523	9.229284003708926E-9
Myt1	Gm17276	0.9626591089502741	0.03263817847320993
Slc26a3	Tmem45b	1.8504602486149349	9.044750415299063E-4
Pou2f2	Ccn4	1.3675585584090977	4.737510383989729E-7
Fli1	Sh2d3c	1.9291862225456449	1.6986412276764895E-10
Nr2f2	P2ry10	1.6229657140352953	2.1949162487544527E-5
Tfap2b	Dync1i1	1.921093981299484	2.1949162487544527E-5
Ahr	Adgrg5	1.8014491085808526	4.737510383989729E-7
Ahr	Adgrg1	1.5525916375074595	0.03263817847320993
Hnf4a	Gli2	2.2717867026448326	2.1949162487544527E-5
Egr3	Il1r2	1.5733779934565268	1.6986412276764895E-10
Mlxipl	Grik1	1.4008179255719178	9.229284003708926E-9
Npas2	Mat1a	1.2955614730237617	0.03263817847320993
Atad2	Vsnl1	1.7071102962255433	2.1949162487544527E-5
Nr5a1	Cyp21a2-ps	1.526255402974791	9.044750415299063E-4
Nkx2-2	Hspg2	1.567182770583034	9.044750415299063E-4
Rorb	Hist1h2ah	1.7081207398212521	4.737510383989729E-7
Irf4	Pde3b	1.6546887064928106	1.6986412276764895E-10
Rorb	Hist1h2ai	1.677269454166963	0.03263817847320993
Ikzf1	Mir142hg	2.24140946335027	1.6986412276764895E-10
Notch4	Gm32401	2.0251034864308792	1.6986412276764895E-10
Nr3c1	Gpc3	1.2623171024164406	0.03263817847320993
Tfec	Lpcat2	1.5796177977090562	2.1949162487544527E-5
Rorb	Hist1h2an	1.7478083326997935	4.737510383989729E-7
Tfec	Fendrr	1.6078091326690565	4.737510383989729E-7
Maf	Ccr1	2.1330477713417144	1.6986412276764895E-10
Pax5	Ptk2b	1.793439874281048	1.6986412276764895E-10
Casz1	Vat1l	2.1855457019082327	1.6986412276764895E-10
Fosb	Aass	1.62444802284179	2.1949162487544527E-5
Slc26a3	Edn1	1.393529191118222	9.044750415299063E-4
Irf5	Lhx6	1.7178632382907004	1.6986412276764895E-10
Npas2	Met	1.1264351992688386	9.044750415299063E-4
Prrx1	Bicc1	1.7329350807473702	4.737510383989729E-7
Sox11	Upp1	2.3040731398527643	0.03263817847320993
Irf4	Bmper	1.5582566851911548	2.1949162487544527E-5
Nkx2-2	Cdk5rap1	2.4088962789809494	4.737510383989729E-7
Ets2	Bcl2a1b	1.851522064210375	4.737510383989729E-7
Sox17	Btk	2.46112046258884	1.6986412276764895E-10
Zfp385b	Slc25a21	1.3005465334629323	9.044750415299063E-4
Zbtb7c	Gpc5	1.1522030068132183	4.737510383989729E-7
Ets2	F930017D23Rik	1.1302311376631358	0.03263817847320993
Zmynd15	Gm4951	1.760666903491283	2.1949162487544527E-5
Chd5	Tenm1	1.74911704043899	9.044750415299063E-4
Tfap2b	Lrrtm3	2.297251650132745	4.737510383989729E-7
Zfp385b	Ugt2b36	1.463720138691706	4.737510383989729E-7
Lyl1	Snx20	1.9443601683046654	9.229284003708926E-9
Bnc1	Medag	1.2507695267846437	9.044750415299063E-4
Esrrg	Gata4	0.8633677716995006	0.03263817847320993
Zfp831	Dnah12	1.399013065687649	9.044750415299063E-4
Fosb	Adrb3	1.2077323275819454	0.03263817847320993
Meis2	Pbx1	0.48834436861906183	9.229284003708926E-9
Pax8	Sult2a6	1.7686054546144756	9.044750415299063E-4
Pax8	Serpina3m	2.343054464189304	0.03263817847320993
Esrrg	Slc22a1	0.9136650490404701	0.03263817847320993
Pax8	Sult2a1	1.6287646758477266	9.044750415299063E-4
Irf4	Hk2	1.3338232402253722	2.1949162487544527E-5
Nkx2-2	Ror2	1.7568789199279948	9.044750415299063E-4
St18	Gm26871	2.2963227538868995	4.737510383989729E-7
Ppara	Dhrs9	1.5703130982759894	9.044750415299063E-4
Lhx6	Cmah	2.182418415765683	4.737510383989729E-7
Klf5	Kirrel3	1.6590751345417636	1.6986412276764895E-10
Casz1	Chga	1.4779118857142592	9.044750415299063E-4
Tfap2b	Tmeff2	2.0564882739369685	0.03263817847320993
Pax8	Serpina1b	2.4664055662442266	2.1949162487544527E-5
Irx5	Snx20	1.9899309734910648	4.737510383989729E-7
Fosb	B3galt2	1.620742519280735	0.03263817847320993
Tbx20	Necab1	2.388750996455748	1.6986412276764895E-10
Irx5	Ms4a6c	2.159228104588406	9.229284003708926E-9
E2f7	Hist1h2ae	2.0425557273349506	1.6986412276764895E-10
Zdbf2	Gm2245	2.0879890576254927	0.03263817847320993
Mafb	Depp1	1.998621853606328	1.6986412276764895E-10
E2f7	Hist1h2ab	1.821052593333338	2.1949162487544527E-5
Nkx2-2	Gm2245	2.3359611870283468	2.1949162487544527E-5
Nkx2-2	Ptch1	1.753543243619628	4.737510383989729E-7
Rorb	Lancl3	1.521629501112463	0.03263817847320993
Nkx2-2	B230334C09Rik	3.027206102797511	1.6986412276764895E-10
Isl1	Bmpr1b	1.7628166864764239	1.6986412276764895E-10
Klf5	Trabd2b	1.4849683414513035	2.1949162487544527E-5
E2f7	Hist1h2ap	1.9901651826629283	1.6986412276764895E-10
E2f7	Hist1h2an	1.791746773264643	2.1949162487544527E-5
Tcf15	Srpx	1.6169079299731333	9.229284003708926E-9
Zfp536	Rgs7bp	1.7114213132413696	9.044750415299063E-4
Zmat4	Gnao1	1.6969972991555444	4.737510383989729E-7
Irf4	Cdo1	1.4842421947621287	9.229284003708926E-9
Prdm16	Ccdc3	2.0527003032876276	1.6986412276764895E-10
Bcl6b	Mrc1	1.7939998027425283	1.6986412276764895E-10
Nkx2-2	Ccr1	2.007509791339672	4.737510383989729E-7
Hey2	E230032D23Rik	2.2921542265672263	0.03263817847320993
Nkx2-2	Ncr1	2.4537512730904485	4.737510383989729E-7
Zdhhc14	Dcstamp	1.4394393455647458	4.737510383989729E-7
Nkx2-2	Ccnf	1.6948910263443309	0.03263817847320993
Myt1l	Lsamp	1.8593259956578294	0.03263817847320993
Notch1	Slco2a1	1.5864606806065875	9.044750415299063E-4
App	Crim1	0.9542325413317897	9.044750415299063E-4
Nkx2-2	Gpc6	1.2870324394757215	0.03263817847320993
Tbx20	Frmd4b	0.9341832310248442	9.044750415299063E-4
Wt1	Loxl1	1.229443424128501	1.6986412276764895E-10
Lef1	Fam19a4	1.3535707702917403	9.229284003708926E-9
Zfp804a	H2-Aa	1.4674311401042495	9.044750415299063E-4
Hnf4a	Kynu	1.5865971428643126	1.6986412276764895E-10
Slc26a3	Grik1	1.3008693791283104	2.1949162487544527E-5
Irf4	Hpd	1.9284780573653422	1.6986412276764895E-10
Mafb	Prom1	1.425911911592228	0.03263817847320993
Gata3	Sh3gl3	1.866686097538231	0.03263817847320993
Runx2	Frmd5	0.8290906786381642	0.03263817847320993
E2f7	Car10	1.7191860500660059	1.6986412276764895E-10
Prdm16	Fmod	1.9437491950888142	1.6986412276764895E-10
Lef1	Grpr	1.3137933649245235	4.737510383989729E-7
Mafb	Pdgfra	1.802238870266193	1.6986412276764895E-10
Spi1	Tg	1.6776070416120932	9.044750415299063E-4
Zfp385b	Nampt	1.3466294710910445	4.737510383989729E-7
Foxo1	Sfrp1	1.3888714895296215	9.229284003708926E-9
Pax3	Bcas1	2.828387620941502	0.03263817847320993
Zmynd15	Ms4a4d	1.394993727122337	1.6986412276764895E-10
Zmynd15	Ms4a4c	1.8496689808350015	9.229284003708926E-9
Zmynd15	Ms4a4b	1.769241305259135	0.03263817847320993
Pax8	Cyp2c37	2.289279536241976	0.03263817847320993
Ets2	Pear1	1.658279534421491	0.03263817847320993
Klf5	Cd79a	1.3487774295036772	9.044750415299063E-4
Gli2	Pax8	2.2448625226309864	2.1949162487544527E-5
Ets2	CT485616.1	1.9248941297139408	4.737510383989729E-7
Npas3	2610316D01Rik	1.5246642683318967	4.737510383989729E-7
Irx5	Cd79a	1.7295994626782767	4.737510383989729E-7
Irx3	Kcnn4	1.3599413106279707	9.044750415299063E-4
Esrrg	Gm5627	0.8948389381866555	0.03263817847320993
Nkx2-2	Gm42047	1.786163391746296	9.044750415299063E-4
Cux2	Hist1h2ad	1.5273084880898575	9.229284003708926E-9
Cux2	Hist1h2ae	1.596818242113439	9.229284003708926E-9
Nkx2-2	Gm42031	2.2754936691571745	4.737510383989729E-7
Npas3	4930593A02Rik	1.4867261724823069	2.1949162487544527E-5
Cux2	Hist1h2ab	1.5939139935455064	1.6986412276764895E-10
Zmynd15	Gm2245	1.85632426290287	1.6986412276764895E-10
Cux2	Hist1h2an	1.643245638808041	1.6986412276764895E-10
Zfp536	Unc5d	1.7092461033278978	9.229284003708926E-9
Cux2	Hist1h2ah	1.574463242673587	1.6986412276764895E-10
Cux2	Hist1h2ai	1.6128866772834205	9.229284003708926E-9
Cux2	Hist1h2ap	1.6240473498360175	1.6986412276764895E-10
Nkx2-2	Ngfr	2.9428450615015236	2.1949162487544527E-5
Isl1	Gm13629	2.1481403987833403	0.03263817847320993
St18	Snap25	2.303046159227238	9.229284003708926E-9
Nkx2-2	Dpysl5	2.6759675059359767	9.229284003708926E-9
Ahr	Dchs2	1.6278043702312346	0.03263817847320993
Tfcp2l1	Cyp3a13	2.3388779001050732	9.229284003708926E-9
Casz1	Wscd2	1.9363140160637198	9.044750415299063E-4
Gata4	Gm47847	1.7175966078767033	0.03263817847320993
Egr3	Folh1	1.8679038487983726	0.03263817847320993
Ebf3	Sparcl1	1.4114263772644347	9.044750415299063E-4
Sox6	Pank1	1.2918318999095215	9.229284003708926E-9
Nr3c1	Tnnt3	1.3384964363135965	4.737510383989729E-7
Ahr	Clic4	1.6114790378708512	1.6986412276764895E-10
Mafb	Ly6c1	1.318773879154897	2.1949162487544527E-5
Mafb	Stab2	1.4562071992517913	0.03263817847320993
Pax2	Shank2	1.8058868528398648	4.737510383989729E-7
Tfcp2l1	Lmod1	1.8551110938218591	0.03263817847320993
Mafb	Daam2	1.4194204861429858	0.03263817847320993
Tfcp2l1	Lmod2	2.466993451035286	4.737510383989729E-7
Egr1	Ano5	1.643835927950273	2.1949162487544527E-5
Scand1	Hbb-bt	2.144822633328256	2.1949162487544527E-5
Rarb	Clec4a2	1.6019941703918128	9.044750415299063E-4
Chd5	Mybpc2	1.9690271098331038	9.044750415299063E-4
Ets2	Lancl3	2.1444429353153693	1.6986412276764895E-10
Nr1h4	Gnmt	1.7953842173962653	4.737510383989729E-7
Irx3	Slc22a1	1.9501993361490588	4.737510383989729E-7
Notch1	Lbp	1.5711659208512658	2.1949162487544527E-5
Lmo2	Inmt	1.428980399892252	9.044750415299063E-4
Gli1	Arhgap9	1.236682372023336	0.03263817847320993
Zmynd15	Gm4804	2.2076873521716727	1.6986412276764895E-10
Klf5	Gm37350	1.26330094088081	0.03263817847320993
E2f7	Kcnip1	1.4651044608643211	2.1949162487544527E-5
Prdm16	Kank1	1.6119821892485775	0.03263817847320993
Ahr	Tg	1.777717787853829	9.044750415299063E-4
Mlxipl	Cyp2c70	1.422896007240657	9.044750415299063E-4
Pou2f2	Gm32647	1.6816576285757299	9.044750415299063E-4
Rorb	E330020D12Rik	1.6673418631463726	4.737510383989729E-7
Lhx6	Gypc	1.5189960747033553	9.044750415299063E-4
Mafb	E330020D12Rik	2.1241907080207514	1.6986412276764895E-10
Maf	Dock8	1.5752438505137465	0.03263817847320993
Zfp385b	Nrgn	1.418139071405016	0.03263817847320993
Tfec	Snca	1.4979956127596605	1.6986412276764895E-10
Irx3	Gal	2.1020182192890795	1.6986412276764895E-10
Prrx1	Nox4	1.7105254816067301	0.03263817847320993
Irf4	Ghr	1.2734652142324898	1.6986412276764895E-10
Bcl6	Sema3c	1.3162066373041978	9.044750415299063E-4
Meox1	Slc34a1	1.991758859682578	0.03263817847320993
E2f7	Tmod2	1.6047940199098147	2.1949162487544527E-5
Zfp804a	4930593A02Rik	1.8060773627284774	1.6986412276764895E-10
Slc26a3	Myh7	1.649622226858406	9.044750415299063E-4
Nr3c2	Synpo2	1.2265112544701982	4.737510383989729E-7
Egr3	Shisa9	1.3235210940074065	0.03263817847320993
Spi1	Clspn	1.580203356123606	9.044750415299063E-4
Lmo2	Vcam1	1.8708879118689186	1.6986412276764895E-10
Wt1	Gm9989	1.5613017554641826	0.03263817847320993
Mafb	Coro1a	1.503120159526704	0.03263817847320993
Zfp608	Cxcl16	1.2277974755942804	9.044750415299063E-4
Zfp366	Lilrb4a	2.5174435023756594	1.6986412276764895E-10
Prdm1	Vamp5	1.907031885987125	0.03263817847320993
Elk3	Tal1	1.784476871225877	4.737510383989729E-7
Nr1i3	Pkhd1	2.2546414431512902	2.1949162487544527E-5
Cers6	Nr4a2	1.325024642519945	9.044750415299063E-4
Egr3	Ssu2	1.8448415252067272	1.6986412276764895E-10
Kcnh8	Egr1	1.7935649038611348	1.6986412276764895E-10
Fosb	Sult1d1	1.55040120884675	0.03263817847320993
Zfp385b	Nrg1	1.396679058381983	2.1949162487544527E-5
Nrk	Tecrl	1.4151591114911026	0.03263817847320993
Nkx2-2	Setbp1	1.3137342892388202	9.044750415299063E-4
Maf	Il1rapl1	1.667379481618454	2.1949162487544527E-5
Sox17	Nlrp1c-ps	1.910828435487459	4.737510383989729E-7
Mafb	Mctp1	1.7006436596899983	2.1949162487544527E-5
Runx1t1	Gfra3	1.3463608328677361	0.03263817847320993
St18	Tmem196	1.9668059733853607	9.044750415299063E-4
Zmynd15	Flt3	1.541702735587142	9.229284003708926E-9
Fosb	Chpt1	1.1949184689211003	9.044750415299063E-4
Hif3a	Angpt2	1.8309412471988171	1.6986412276764895E-10
Ets2	Rbms1	0.8255940474681481	9.044750415299063E-4
Rarb	Samsn1	1.6589291344438137	1.6986412276764895E-10
Erg	Fcgr1	2.011981996180169	2.1949162487544527E-5
Egr1	Hamp	1.9520541740487747	9.229284003708926E-9
Zmat4	Add2	2.2970080305046556	0.03263817847320993
Mafb	Atp2a3	1.524291637445216	2.1949162487544527E-5
Prrx1	Lifr	1.3937814842182277	0.03263817847320993
Runx3	Pi15	1.5533968934288438	4.737510383989729E-7
Nr1i3	Kcnu1	2.490630334407956	1.6986412276764895E-10
Mkx	Ar	1.0858191637201753	4.737510383989729E-7
Nr4a2	9930038B18Rik	1.9593071776738262	0.03263817847320993
Nr3c2	2010109I03Rik	1.3159396777897754	1.6986412276764895E-10
Tcf15	Cd5	1.3913969765101044	4.737510383989729E-7
Runx1t1	Atp2a3	1.6493076787945906	1.6986412276764895E-10
Npas2	Ntm	1.4650877185276494	4.737510383989729E-7
Gata3	Ccdc148	2.0313431307971626	0.03263817847320993
Gata4	Atcayos	1.7814293607004967	2.1949162487544527E-5
Zfp804a	Gm27224	1.6992988931390856	4.737510383989729E-7
Bnc1	Msln	1.9189178983368316	1.6986412276764895E-10
Myt1l	Nol4	1.853193913527789	2.1949162487544527E-5
Klf2	Clec4a2	1.6729719271998775	9.044750415299063E-4
Zfp385b	Gc	1.3980065012304166	1.6986412276764895E-10
Notch4	Ccm2l	1.798628277798196	9.044750415299063E-4
Gli1	Ido2	1.4974682710088976	9.044750415299063E-4
Irf4	Car3	1.5128154991539746	9.229284003708926E-9
Tfec	F8	1.931221302978123	4.737510383989729E-7
Pou2f2	Egr3	1.7215282052818384	9.229284003708926E-9
Runx3	Cd40	2.0179465324092143	9.044750415299063E-4
Top2a	Gm2245	1.7879513991921487	9.229284003708926E-9
Tbx5	Rnase4	1.3525942648450582	0.03263817847320993
Irf5	Lrrc25	2.0072434819913028	1.6986412276764895E-10
Notch4	Anxa3	1.8068163633094134	2.1949162487544527E-5
Tal1	Abcc9	1.4643246647493668	0.03263817847320993
Isl1	Mastl	2.443139380463351	1.6986412276764895E-10
Irf4	Slc40a1	1.6554440216577995	1.6986412276764895E-10
Aff3	Dnah12	1.792712914238047	1.6986412276764895E-10
Ets2	Adamts5	1.7992637918085013	1.6986412276764895E-10
Klf2	Clec4b1	2.0205400405586387	0.03263817847320993
Irx3	Tmem156	1.8844921318937111	9.044750415299063E-4
Gli1	Agap2	2.0422735194639032	2.1949162487544527E-5
Prdm16	Ahnak2	1.8077507380348319	1.6986412276764895E-10
Zc3h12d	Slc10a6	1.820017755492738	9.044750415299063E-4
Ikzf1	H2-DMb2	2.1975073898218875	2.1949162487544527E-5
Zfp423	Gm6980	2.1116137839453457	1.6986412276764895E-10
Klf5	Stard13	1.362424086668051	1.6986412276764895E-10
Sox11	Hsd17b6	2.8871047565604826	0.03263817847320993
Nkx2-2	Grm3	2.0952090229587554	2.1949162487544527E-5
Hnf1b	Crat	2.3504858269823226	2.1949162487544527E-5
Atad2	9330159F19Rik	1.655423800098434	0.03263817847320993
Slc26a3	Gpat3	1.36444947380486	1.6986412276764895E-10
Runx3	Fcgr1	1.982163202577545	9.044750415299063E-4
Rorb	Cntnap5b	1.562145698278645	0.03263817847320993
Gata3	Lrrc7	1.9601320161203708	9.229284003708926E-9
Tfec	Hif3a	1.5788350165961247	4.737510383989729E-7
Ebf3	Bmp6	1.277033043061549	2.1949162487544527E-5
Egr3	Galnt14	1.3707247228248793	2.1949162487544527E-5
Pax5	Prag1	1.5316723649744872	9.044750415299063E-4
Vav1	Ctsc	2.0687778084055695	1.6986412276764895E-10
Prdm16	Rasl12	1.994921845286843	1.6986412276764895E-10
Hnf4a	Slc12a3	2.2478500985803933	2.1949162487544527E-5
Mecom	Col4a4	1.4950979320389879	4.737510383989729E-7
Sox6	Slc39a8	1.6661162035133423	1.6986412276764895E-10
Pax2	Acsm3	2.309787024383321	4.737510383989729E-7
Zfp385b	Igfbp6	1.2487734904154923	4.737510383989729E-7
Egr3	Col11a1	1.327946257600727	1.6986412276764895E-10
Zfp804a	Il16	1.1100114501557712	2.1949162487544527E-5
Mitf	Proz	1.570708684502744	2.1949162487544527E-5
Runx1t1	Gm16332	1.6512812293506256	4.737510383989729E-7
App	Cyp7b1	1.0528460799803945	9.229284003708926E-9
Tfec	Shisa6	1.6558308010235407	1.6986412276764895E-10
Runx3	Cd86	2.0090775374266	0.03263817847320993
Isl1	CT485616.1	2.20768767519298	2.1949162487544527E-5
Nkx2-2	Cyp7b1	1.6878810301951632	0.03263817847320993
Isl1	Gm4117	1.94874073227902	2.1949162487544527E-5
Pbx3	Skap1	0.7444570519666941	0.03263817847320993
Tfec	Vmn2r96	1.5742440105041755	9.044750415299063E-4
Tfec	Vmn2r97	1.6991324398008198	1.6986412276764895E-10
Gli2	Slc22a1	2.560353938434454	1.6986412276764895E-10
Hlf	Mastl	1.7383247565746038	0.03263817847320993
Irf5	Rasal3	1.8641169460802047	2.1949162487544527E-5
Pax5	Kcnj10	1.7064274719113228	1.6986412276764895E-10
E2f7	Grin1	1.5965250974838376	9.044750415299063E-4
Pax5	Kcnj15	1.479145715423489	4.737510383989729E-7
Irf4	Fgg	1.6429148521341024	2.1949162487544527E-5
Scand1	H2-D1	2.010431401438962	0.03263817847320993
Irf4	Fga	1.85959495917943	1.6986412276764895E-10
Irf4	Fgb	1.6257231829091532	2.1949162487544527E-5
Prdm1	Tmem204	1.94585543796902	9.229284003708926E-9
Hnf4a	Slc38a3	2.353609972191945	4.737510383989729E-7
Zfp462	Apcdd1	0.9332909890872779	9.229284003708926E-9
Ahr	Aff3	1.6609221661099132	4.737510383989729E-7
Rorb	Tmem200a	1.3809923777660704	1.6986412276764895E-10
Fosb	Sult2a1	1.3163831323472437	9.044750415299063E-4
Fosb	Sult2a5	1.7538911559788077	9.229284003708926E-9
Egr1	Nt5e	1.5043449500543709	4.737510383989729E-7
Ebf2	Dio2	1.995993448309104	1.6986412276764895E-10
Runx3	Itga4	1.88736584274027	2.1949162487544527E-5
Sox10	Ces2e	1.8794149692005755	4.737510383989729E-7
Top2a	Gm45341	1.8574453952555783	1.6986412276764895E-10
Fosb	Pon1	1.308378229067909	4.737510383989729E-7
Meox2	Npnt	1.3709247995753102	1.6986412276764895E-10
Spi1	Nlrc4	2.123341132982444	2.1949162487544527E-5
Atad2	Bard1	1.9514962190708989	1.6986412276764895E-10
Zfp804a	Pilrb2	1.4897587376786592	0.03263817847320993
Fosb	Ace2	1.8936472622836136	1.6986412276764895E-10
Mitf	F2	1.587533447794107	9.044750415299063E-4
Gli2	Gm5627	2.1020789588478253	1.6986412276764895E-10
Pax2	Slc38a3	2.5383817309921506	0.03263817847320993
Atad2	Lrrtm3	1.6295254500194256	2.1949162487544527E-5
Zmynd15	5430427O19Rik	1.7490050946084135	4.737510383989729E-7
Gli2	Tns2	2.07950130745042	0.03263817847320993
Lmo2	Fam184b	1.7247768078721235	2.1949162487544527E-5
Bcl6b	Rarb	1.5261082037327733	2.1949162487544527E-5
Wt1	Apod	1.4494060055564653	9.044750415299063E-4
Irf4	H19	1.5739715299618693	4.737510383989729E-7
Notch3	Aspn	1.3223030858656997	1.6986412276764895E-10
Mafb	Epha4	1.8131198533832442	2.1949162487544527E-5
Tfap2b	Dbh	1.766699900665681	9.044750415299063E-4
Nr4a3	9930038B18Rik	1.821015124741865	0.03263817847320993
Notch1	Plat	1.5108914791476948	0.03263817847320993
Scand1	Hamp	2.2009506920774964	9.229284003708926E-9
Aff3	Gja4	1.8254921921496738	1.6986412276764895E-10
Myb	Prkca	1.6723584222052568	4.737510383989729E-7
Sox17	Nrros	1.9691407087853239	1.6986412276764895E-10
Zbtb7c	Pstpip2	1.1258913576364513	0.03263817847320993
Tfap2b	Eya1	2.5843983172361304	1.6986412276764895E-10
Zfp804a	Rgs17	1.9735204900742822	9.229284003708926E-9
Tfap2b	Eya4	1.8634636517583143	1.6986412276764895E-10
Top2a	Kcna2	1.5726734604233588	4.737510383989729E-7
Bcl6b	Gatm	1.8591907247321324	1.6986412276764895E-10
Notch3	Ass1	1.5961109293097855	1.6986412276764895E-10
Lef1	1700042O10Rik	1.3127865208443485	4.737510383989729E-7
Trps1	Vegfc	0.9867693861267028	9.044750415299063E-4
Cbfa2t3	Slc9a3r2	1.7344658851925074	4.737510383989729E-7
Vav1	Ntf3	2.4531694682707648	1.6986412276764895E-10
Klf5	Acpp	1.5527861036736978	4.737510383989729E-7
Irf4	Fn1	1.809717990871284	1.6986412276764895E-10
Nkx2-2	Gal	2.3352879249650096	2.1949162487544527E-5
Nr3c2	Vmn2r97	1.1232472912000158	9.044750415299063E-4
Irx5	Milr1	2.0499952473970824	0.03263817847320993
Rorb	Pak3	1.6998150967157284	2.1949162487544527E-5
Aff3	Bace2	1.3306120048114256	9.229284003708926E-9
Tal1	Ehd3	1.9597639059039318	2.1949162487544527E-5
Nkx2-2	Tubb3	2.8696782553621114	2.1949162487544527E-5
Slc26a3	Hsd3b3	1.4314432515852265	1.6986412276764895E-10
Tfec	Xylt1	1.323794535758163	4.737510383989729E-7
Ets2	Nr2f2	1.5737965874161388	4.737510383989729E-7
Egr3	Efemp1	1.24986317299031	2.1949162487544527E-5
Myt1l	Kcnmb2	2.0740848472443796	9.229284003708926E-9
Lmo2	Zmynd15	1.6436958843224603	9.229284003708926E-9
Prdm1	Ctsc	1.908392848123345	2.1949162487544527E-5
Sox6	Klb	1.455470222418767	4.737510383989729E-7
Mafb	Plppr5	1.2604688409058558	0.03263817847320993
Zfp831	Myom2	2.115526181218924	4.737510383989729E-7
Zfp804a	Syndig1	1.848557325333269	2.1949162487544527E-5
Nkx2-2	4930544I03Rik	2.2166668041210134	4.737510383989729E-7
Tbx5	Rbp7	1.4379053362046663	1.6986412276764895E-10
Zfp831	Nr1h5	2.2532239520567927	1.6986412276764895E-10
Ahr	Havcr2	1.7281486590277833	9.044750415299063E-4
Casz1	Khdrbs2	1.8399280771253597	2.1949162487544527E-5
Spi1	Vav1	1.919859213658754	2.1949162487544527E-5
Npas2	Prdm6	1.1687588002292035	9.229284003708926E-9
Nkx2-2	Egf	2.0879888764672287	0.03263817847320993
Zc3h12d	Cd180	1.8250547965683315	2.1949162487544527E-5
Sox10	Ifi207	1.9812071643018203	1.6986412276764895E-10
Lmo2	Snx20	1.6198838204710397	0.03263817847320993
Casz1	Hs3st2	1.6297831728970018	4.737510383989729E-7
Spi1	Tm6sf1	1.9953240892685256	2.1949162487544527E-5
Zfp366	Vav1	1.9951353757772394	2.1949162487544527E-5
Klf7	Tnip3	1.5590853978949897	9.229284003708926E-9
Tfcp2l1	Tinag	2.035717709387553	4.737510383989729E-7
Ikzf1	Rhoh	2.234545797034771	4.737510383989729E-7
Klf7	Kcne3	1.4756901224603391	4.737510383989729E-7
Ets2	Gzmk	1.7558954340669886	9.044750415299063E-4
Nfatc2	Slc7a10	1.6144526403432944	1.6986412276764895E-10
Isl1	Gm42303	2.1516685606903216	0.03263817847320993
Tfap2b	Vat1l	1.9250856368735543	4.737510383989729E-7
Sox11	Gm42303	2.1495290792954096	0.03263817847320993
Irf4	Lpin1	1.7554801967564995	1.6986412276764895E-10
Pax5	4930578C19Rik	1.5524113651069726	9.044750415299063E-4
Ebf2	Aspg	2.2423901907582184	1.6986412276764895E-10
Cux2	Atp2b3	1.3331028743808022	9.229284003708926E-9
Ebf2	Gm16168	1.6342787201195108	0.03263817847320993
Ebf2	Gm16163	1.8060650673648866	1.6986412276764895E-10
Fosb	Pdgfc	2.100820040548135	1.6986412276764895E-10
Irf5	Sash3	2.2753957879665005	1.6986412276764895E-10
Lhx6	Edn1	1.3052716329063587	0.03263817847320993
Runx3	Sirpb1b	1.9428418491663781	2.1949162487544527E-5
Runx1t1	4930578C19Rik	1.3809864173063902	2.1949162487544527E-5
Ahr	Cldn10	1.6137832725636143	4.737510383989729E-7
Gli2	Reln	1.8875868394479474	9.229284003708926E-9
Tbx5	Btla	1.3909626944544	2.1949162487544527E-5
Gli2	Ptchd1	1.5563822931306486	9.044750415299063E-4
Vav1	Coro1a	1.8990452870511756	9.229284003708926E-9
Spi1	Hpgds	2.2595980677060346	1.6986412276764895E-10
Tcf15	Gm4956	1.4062362022145816	9.044750415299063E-4
Klf2	Ptk2b	1.8639771902892055	0.03263817847320993
Egr1	Gm9989	1.9188887615218366	1.6986412276764895E-10
